genotype,meal_type,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
All,HC meal,Time_(joint),HMDB0060038,10Z-Heptadecenoic acid,,,,0.00151962280873067,Main,,
All,HC meal,Time_360,HMDB0001008,Biliverdin,0.0947069400318523,0.219749812240128,0.677862786701601,,Main,-0.336002691958798,0.525416572022503
All,HC meal,Time_(joint),HMDB0001008,Biliverdin,,,,0.677862786701601,Main,,
All,HC meal,Time_360,HMDB0002925,Eicosatrienoic acid,-0.554169573299687,0.106765314800266,0.000831961439903625,,Main,-0.763429590308208,-0.344909556291167
All,HC meal,Time_(joint),HMDB0002925,Eicosatrienoic acid,,,,0.000831961439903625,Main,,
All,HC meal,Time_360,HMDB0001898,Mesobilirubinogen,-0.249083574933531,0.0945412365139258,0.0299608600312366,,Main,-0.434384398500826,-0.0637827513662368
All,HC meal,Time_(joint),HMDB0001898,Mesobilirubinogen,,,,0.0299608600312366,Main,,
All,HC meal,Time_360,HMDB0000220,Palmitic acid,-0.132109551090889,0.0381800823313037,0.00856565420656198,,Main,-0.206942512460244,-0.0572765897215334
All,HC meal,Time_(joint),HMDB0000220,Palmitic acid,,,,0.00856565420656198,Main,,
All,HC meal,Time_360,HMDB0002226,Adrenic acid,-0.479698754891526,0.0980476756867245,0.00120513424450432,,Main,-0.671872199237506,-0.287525310545546
All,HC meal,Time_(joint),HMDB0002226,Adrenic acid,,,,0.00120513424450432,Main,,
All,HC meal,Time_360,HMDB0011773,Cer 18:1;O2/14:0,-0.565898362626983,0.12432975463874,0.00187045633386186,,Main,-0.809584681718913,-0.322212043535052
All,HC meal,Time_(joint),HMDB0011773,Cer 18:1;O2/14:0,,,,0.00187045633386186,Main,,
All,HC meal,Time_360,HMDB0000207,Oleic acid,-0.316783755041361,0.0923056580298119,0.00892979444662558,,Main,-0.497702844779793,-0.13586466530293
All,HC meal,Time_(joint),HMDB0000207,Oleic acid,,,,0.00892979444662558,Main,,
All,HC meal,Time_360,HMDB0062549,2-Hydroxystearic acid,-0.542465601623602,0.212686101528638,0.0341456584355287,,Main,-0.959330360619733,-0.125600842627471
All,HC meal,Time_(joint),HMDB0062549,2-Hydroxystearic acid,,,,0.0341456584355287,Main,,
All,HC meal,Time_360,HMDB0005060,Eicosadienoic acid,-1.02100999213143,0.168711988055905,0.00030530751561124,,Main,-1.351685488721,-0.690334495541853
All,HC meal,Time_(joint),HMDB0005060,Eicosadienoic acid,,,,0.000305307515611241,Main,,
All,HC meal,Time_360,HMDB0002259,Margaric acid,-0.640093796526084,0.208139056526764,0.0152246098004072,,Main,-1.04804634731854,-0.232141245733627
All,HC meal,Time_(joint),HMDB0002259,Margaric acid,,,,0.0152246098004072,Main,,
All,HC meal,Time_360,HMDB0000827,Stearic acid,-0.0369636643849276,0.0131186261610281,0.0225755253854866,,Main,-0.0626761716605428,-0.0112511571093124
All,HC meal,Time_(joint),HMDB0000827,Stearic acid,,,,0.0225755253854866,Main,,
All,HC meal,Time_360,HMDB0001476,3-Hydroxyanthranilic acid,-0.0202377998748386,0.0674254939089864,0.771713757239571,,Main,-0.152391767936452,0.111916168186775
All,HC meal,Time_(joint),HMDB0001476,3-Hydroxyanthranilic acid,,,,0.771713757239571,Main,,
All,HC meal,Time_360,HMDB0002231,Eicosenoic acid,-0.75151665458897,0.173231396093807,0.00248431642079854,,Main,-1.09105019093283,-0.411983118245108
All,HC meal,Time_(joint),HMDB0002231,Eicosenoic acid,,,,0.00248431642079854,Main,,
All,HC meal,Time_360,HMDB0000801,Phytanic acid,0.278740208035943,0.137027167414332,0.0763584270575754,,Main,0.0101669599038528,0.547313456168033
All,HC meal,Time_(joint),HMDB0000801,Phytanic acid,,,,0.0763584270575754,Main,,
All,HC meal,Time_360,HMDB0061710,Xi-17-Methyloctadecanoic acid,-0.183967931915127,0.121627602007913,0.168847322121421,,Main,-0.422358031850636,0.0544221680203826
All,HC meal,Time_(joint),HMDB0061710,Xi-17-Methyloctadecanoic acid,,,,0.168847322121421,Main,,
All,HC meal,Time_360,HMDB0000772,Nonadecylic acid,-0.227895261111639,0.125186219272441,0.106178895337943,,Main,-0.473260250885623,0.017469728662344
All,HC meal,Time_(joint),HMDB0000772,Nonadecylic acid,,,,0.106178895337943,Main,,
All,HC meal,Time_360,HMDB0002212,Arachidic acid,-0.110429050916441,0.0731873247662071,0.169771263390217,,Main,-0.253876207458207,0.0330181056253248
All,HC meal,Time_(joint),HMDB0002212,Arachidic acid,,,,0.169771263390217,Main,,
All,HC meal,Time_360,HMDB0002068,cis-Erucic acid,-0.289177002037437,0.0813787721382496,0.00747152617165947,,Main,-0.448679395428406,-0.129674608646467
All,HC meal,Time_(joint),HMDB0002068,cis-Erucic acid,,,,0.00747152617165946,Main,,
All,HC meal,Time_360,HMDB0002368,Nervonic acid,-0.185157670680089,0.0534933848940133,0.00855118261871986,,Main,-0.290004705072355,-0.0803106362878229
All,HC meal,Time_(joint),HMDB0002368,Nervonic acid,,,,0.00855118261871986,Main,,
All,HC meal,Time_360,HMDB0094649,2-Aminoheptanoic acid,0.0257532975604451,0.0132827586566891,0.0885031001785416,,Main,-0.000280909406665513,0.0517875045275558
All,HC meal,Time_(joint),HMDB0094649,2-Aminoheptanoic acid,,,,0.0885031001785416,Main,,
All,HC meal,Time_360,HMDB0059655,2-Hydroxyglutaric acid,0.0117861830731019,0.0113828844661842,0.330750021452985,,Main,-0.0105242704806191,0.034096636626823
All,HC meal,Time_(joint),HMDB0059655,2-Hydroxyglutaric acid,,,,0.330750021452985,Main,,
All,HC meal,Time_360,HMDB0000362,2-Phosphoglyceric acid,0.302512109281717,0.0355034211676699,2.76606364549526e-05,,Main,0.232925403793084,0.37209881477035
All,HC meal,Time_(joint),HMDB0000362,2-Phosphoglyceric acid,,,,2.76606364549527e-05,Main,,
All,HC meal,Time_360,HMDB0000462,Allantoin,0.000714082206573923,0.0108851102263894,0.949304644145041,,Main,-0.0206207338371492,0.0220488982502971
All,HC meal,Time_(joint),HMDB0000462,Allantoin,,,,0.949304644145041,Main,,
All,HC meal,Time_360,HMDB0003073,gamma-Linolenic acid,-0.922222104763632,0.197186029711267,0.00158821619701568,,Main,-1.30870672299772,-0.535737486529549
All,HC meal,Time_(joint),HMDB0003073,gamma-Linolenic acid,,,,0.00158821619701568,Main,,
All,HC meal,Time_360,HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid,0.0622684021998653,0.0307235929324317,0.0772481918996571,,Main,0.00205016005229904,0.122486644347431
All,HC meal,Time_(joint),HMDB0000375,3-(3-Hydroxyphenyl)propanoic acid,,,,0.0772481918996571,Main,,
All,HC meal,Time_360,HMDB0001906,Aminoisobutyric acid,-0.922222104763632,0.197186029711267,0.00158821619701568,,Main,-1.30870672299772,-0.535737486529549
All,HC meal,Time_(joint),HMDB0001906,Aminoisobutyric acid,,,,0.00158821619701568,Main,,
All,HC meal,Time_360,HMDB0013622,Nonadeca-10Z-enoic acid,-1.37681544212568,0.317929668632542,0.00251006681051526,,Main,-1.99995759264546,-0.753673291605897
All,HC meal,Time_(joint),HMDB0013622,Nonadeca-10Z-enoic acid,,,,0.00251006681051526,Main,,
All,HC meal,Time_360,HMDB0000807,3-Phosphoglyceric acid,-0.0210497276330624,0.042510113830823,0.63379289961591,,Main,-0.104369550741476,0.0622700954753507
All,HC meal,Time_(joint),HMDB0000807,3-Phosphoglyceric acid,,,,0.63379289961591,Main,,
All,HC meal,Time_360,HMDB0001539,Dimethylarginine,-1.37681544212568,0.317929668632542,0.00251006681051526,,Main,-1.99995759264546,-0.753673291605897
All,HC meal,Time_(joint),HMDB0001539,Dimethylarginine,,,,0.00251006681051526,Main,,
All,HC meal,Time_360,HMDB0000555,3-Methyladipic acid,0.164200285022888,0.0642639316729917,0.0339048974204141,,Main,0.0382429789438241,0.290157591101952
All,HC meal,Time_(joint),HMDB0000555,3-Methyladipic acid,,,,0.0339048974204141,Main,,
All,HC meal,Time_360,HMDB0001991,7-Methylxanthine,0.064424195669738,0.0378338368696152,0.1270096229961,,Main,-0.00973012459470773,0.138578515934184
All,HC meal,Time_(joint),HMDB0001991,7-Methylxanthine,,,,0.1270096229961,Main,,
All,HC meal,Time_360,HMDB0240212,DMGV,0.164200285022888,0.0642639316729917,0.0339048974204141,,Main,0.0382429789438241,0.290157591101952
All,HC meal,Time_(joint),HMDB0240212,DMGV,,,,0.0339048974204141,Main,,
All,HC meal,Time_360,HMDB0011134,5-HETE,-0.478211456741338,0.290171734616024,0.137959649564334,,Main,-1.04694805658874,0.0905251431060694
All,HC meal,Time_(joint),HMDB0011134,5-HETE,,,,0.137959649564334,Main,,
All,HC meal,Time_360,HMDB0000126,sn-Glycero-3-phosphate,0.0438663303264599,0.0338326487872448,0.23092640788253,,Main,-0.0224456612965399,0.11017832194946
All,HC meal,Time_(joint),HMDB0000126,sn-Glycero-3-phosphate,,,,0.23092640788253,Main,,
All,HC meal,Time_360,HMDB0000112,gamma-Aminobutyric acid,-0.478211456741338,0.290171734616024,0.137959649564334,,Main,-1.04694805658874,0.0905251431060694
All,HC meal,Time_(joint),HMDB0000112,gamma-Aminobutyric acid,,,,0.137959649564334,Main,,
All,HC meal,Time_360,HMDB0006111,12-HETE,-0.436137999957291,0.169841100862205,0.0206411384608524,,Main,-0.769026557647214,-0.103249442267369
All,HC meal,Time_(joint),HMDB0006111,12-HETE,,,,0.0206411384608524,Main,,
All,HC meal,Time_360,HMDB0000613,Erythronic and,0.0182368702270609,0.0433893170323532,0.685322710360331,,Main,-0.0668061911563514,0.103279931610473
All,HC meal,Time_(joint),HMDB0000613,Erythronic and,,,,0.685322710360331,Main,,
All,HC meal,Time_360,HMDB0000123,Glycine,-0.436137999957291,0.169841100862205,0.0206411384608524,,Main,-0.769026557647214,-0.103249442267369
All,HC meal,Time_(joint),HMDB0000123,Glycine,,,,0.0206411384608524,Main,,
All,HC meal,Time_360,HMDB0003876,15-HETE,-0.768510469157232,0.226771589681471,0.00951517595682507,,Main,-1.21298278493292,-0.324038153381548
All,HC meal,Time_(joint),HMDB0003876,15-HETE,,,,0.00951517595682507,Main,,
All,HC meal,Time_360,HMDB0011509,LPE 18:3/0:0,0.473385476274912,0.0709352485523154,0.000156944191624177,,Main,0.334352389112374,0.61241856343745
All,HC meal,Time_(joint),HMDB0011509,LPE 18:3/0:0,,,,0.000156944191624177,Main,,
All,HC meal,Time_360,HMDB0000172,Isoleucine,-0.768510469157232,0.226771589681471,0.00951517595682507,,Main,-1.21298278493292,-0.324038153381548
All,HC meal,Time_(joint),HMDB0000172,Isoleucine,,,,0.00951517595682507,Main,,
All,HC meal,Time_360,HMDB0011519,LPE 20:5/0:0,0.185322331334419,0.242323722372406,0.466365604240771,,Main,-0.289632164515496,0.660276827184334
All,HC meal,Time_(joint),HMDB0011519,LPE 20:5/0:0,,,,0.466365604240771,Main,,
All,HC meal,Time_360,HMDB0000124,Hexose monophosphate,0.183692191480607,0.0389600216929732,0.00151210163569718,,Main,0.107330548962379,0.260053833998834
All,HC meal,Time_(joint),HMDB0000124,Hexose monophosphate,,,,0.00151210163569718,Main,,
All,HC meal,Time_360,HMDB0000687,Leucine,0.00256548921368014,0.06076032753589,0.967355651044198,,Main,-0.116524752756664,0.121655731184025
All,HC meal,Time_(joint),HMDB0000687,Leucine,,,,0.967355651044198,Main,,
All,HC meal,Time_360,HMDB0005066,CAR 14:0,0.0114740160917203,0.107890086679126,0.917923814456369,,Main,-0.199990553799367,0.222938585982808
All,HC meal,Time_(joint),HMDB0005066,CAR 14:0,,,,0.917923814456369,Main,,
All,HC meal,Time_360,HMDB0007947,PC 35:3,0.101901346403704,0.0363125054707564,0.0229760490819186,,Main,0.0307288356810217,0.173073857126387
All,HC meal,Time_(joint),HMDB0007947,PC 35:3,,,,0.0229760490819186,Main,,
All,HC meal,Time_360,HMDB0011757,N-Acetylvaline,0.0114740160917203,0.107890086679126,0.917923814456369,,Main,-0.199990553799367,0.222938585982808
All,HC meal,Time_(joint),HMDB0011757,N-Acetylvaline,,,,0.917923814456369,Main,,
All,HC meal,Time_360,HMDB0007944,PC 35:0,-0.048949305749842,0.0434065377559596,0.292132277993953,,Main,-0.134026119751523,0.0361275082518388
All,HC meal,Time_(joint),HMDB0007944,PC 35:0,,,,0.292132277993953,Main,,
All,HC meal,Time_360,HMDB0000211,Myo-inositol,0.163769574631304,0.0258563402086075,0.00022447039766786,,Main,0.113091147822434,0.214448001440175
All,HC meal,Time_(joint),HMDB0000211,Myo-inositol,,,,0.00022447039766786,Main,,
All,HC meal,Time_360,HMDB0008105,PC 36:3,0.0873862500358769,0.024059059888608,0.00666419857456208,,Main,0.0402304926542053,0.134542007417549
All,HC meal,Time_(joint),HMDB0008105,PC 36:3,,,,0.00666419857456208,Main,,
All,HC meal,Time_360,HMDB0000202,Methylmalonic acid,-0.0584902647677079,0.0562041574335208,0.328452940258342,,Main,-0.168650413337409,0.051669883801993
All,HC meal,Time_(joint),HMDB0000202,Methylmalonic acid,,,,0.328452940258342,Main,,
All,HC meal,Time_360,HMDB0000874,Taurohyodeoxycholic acid,1.01374604732473,0.269975784422235,0.00558451394020047,,Main,0.484593509857154,1.54289858479231
All,HC meal,Time_(joint),HMDB0000874,Taurohyodeoxycholic acid,,,,0.00558451394020047,Main,,
All,HC meal,Time_360,HMDB0008036,PC 36:0,0.0396723075348105,0.037980376305152,0.326764852167146,,Main,-0.0347692300232873,0.114113845092908
All,HC meal,Time_(joint),HMDB0008036,PC 36:0,,,,0.326764852167146,Main,,
All,HC meal,Time_360,HMDB0000243,Pyruvic acid,0.0224836464545698,0.0429720194882406,0.615002721335325,,Main,-0.0617415117423817,0.106708804651521
All,HC meal,Time_(joint),HMDB0000243,Pyruvic acid,,,,0.615002721335325,Main,,
All,HC meal,Time_360,HMDB0000925,Trimethylamine N-oxide,1.01374604732473,0.269975784422235,0.00558451394020047,,Main,0.484593509857154,1.54289858479231
All,HC meal,Time_(joint),HMDB0000925,Trimethylamine N-oxide,,,,0.00558451394020047,Main,,
All,HC meal,Time_360,HMDB0000951,Taurochenodeoxycholic acid,0.699105148594766,0.123936285820462,0.000486565456494551,,Main,0.45619002838666,0.942020268802872
All,HC meal,Time_(joint),HMDB0000951,Taurochenodeoxycholic acid,,,,0.00048656545649455,Main,,
All,HC meal,Time_360,HMDB0008798,PC 42:4,0.0362741149121147,0.0230269427581653,0.153838078061908,,Main,-0.00885869289388935,0.0814069227181187
All,HC meal,Time_(joint),HMDB0008798,PC 42:4,,,,0.153838078061908,Main,,
All,HC meal,Time_360,HMDB0000929,Tryptophan,0.699105148594766,0.123936285820462,0.000486565456494551,,Main,0.45619002838666,0.942020268802872
All,HC meal,Time_(joint),HMDB0000929,Tryptophan,,,,0.00048656545649455,Main,,
All,HC meal,Time_360,HMDB0000881,Xanthurenic acid,0.197996677192621,0.0313959047214056,0.000231175586234348,,Main,0.136460703938666,0.259532650446576
All,HC meal,Time_(joint),HMDB0000881,Xanthurenic acid,,,,0.000231175586234348,Main,,
All,HC meal,Time_360,HMDB0000158,Tyrosine,0.0430099661053561,0.0412132940105042,0.327179677763295,,Main,-0.0377680901552321,0.123788022365944
All,HC meal,Time_(joint),HMDB0000158,Tyrosine,,,,0.327179677763295,Main,,
All,HC meal,Time_360,HMDB0000774,Pregnenolone sulfate,-0.0249385972419292,0.0961158292731597,0.801829336916807,,Main,-0.213325622617322,0.163448428133464
All,HC meal,Time_(joint),HMDB0000774,Pregnenolone sulfate,,,,0.801829336916807,Main,,
All,HC meal,Time_360,HMDB0013415,PC P-36:4,-0.10482951355257,0.0553169972554512,0.0946841988401218,,Main,-0.213250828173255,0.00359180106811413
All,HC meal,Time_(joint),HMDB0013415,PC P-36:4,,,,0.0946841988401218,Main,,
All,HC meal,Time_360,HMDB0000883,Valine,-0.0249385972419292,0.0961158292731597,0.801829336916807,,Main,-0.213325622617322,0.163448428133464
All,HC meal,Time_(joint),HMDB0000883,Valine,,,,0.801829336916807,Main,,
All,HC meal,Time_360,HMDB0000766,N-Acetylalanine,0.0542566337159845,0.141442202793823,0.706327326377801,,Main,-0.222970083759908,0.331483351191877
All,HC meal,Time_(joint),HMDB0000766,N-Acetylalanine,,,,0.706327326377801,Main,,
All,HC meal,Time_360,HMDB0013440,PC O-38:3,0.0288598804568968,0.0246166979878436,0.274774728914724,,Main,-0.0193888475992766,0.0771086085130701
All,HC meal,Time_(joint),HMDB0013440,PC O-38:3,,,,0.274774728914724,Main,,
All,HC meal,Time_360,HMDB0012104,SM 18:1;O2/22:1,0.0542566337159845,0.141442202793823,0.706327326377801,,Main,-0.222970083759908,0.331483351191877
All,HC meal,Time_(joint),HMDB0012104,SM 18:1;O2/22:1,,,,0.706327326377801,Main,,
All,HC meal,Time_360,HMDB0000439,2-Furoylglycine,1.6028559904475,0.252652542696871,0.000222007064468037,,Main,1.10765700676163,2.09805497413336
All,HC meal,Time_(joint),HMDB0000439,2-Furoylglycine,,,,0.000222007064468037,Main,,
All,HC meal,Time_360,HMDB0000271,Sarcosine,1.6028559904475,0.252652542696871,0.000222007064468037,,Main,1.10765700676163,2.09805497413336
All,HC meal,Time_(joint),HMDB0000271,Sarcosine,,,,0.000222007064468037,Main,,
All,HC meal,Time_360,HMDB0001015,N-Formylmethionine,0.0303062906556306,0.0244917442712204,0.251021588857173,,Main,-0.0176975281159613,0.0783101094272225
All,HC meal,Time_(joint),HMDB0001015,N-Formylmethionine,,,,0.251021588857173,Main,,
All,HC meal,Time_360,HMDB0001414,Putrescine,0.0303062906556306,0.0244917442712204,0.251021588857173,,Main,-0.0176975281159613,0.0783101094272225
All,HC meal,Time_(joint),HMDB0001414,Putrescine,,,,0.251021588857173,Main,,
All,HC meal,Time_360,HMDB0013446,PC O-40:3,-0.0104329483577317,0.0303970687288695,0.740276499598104,,Main,-0.0700112030663159,0.0491453063508524
All,HC meal,Time_(joint),HMDB0013446,PC O-40:3,,,,0.740276499598104,Main,,
All,HC meal,Time_360,HMDB0013437,PC O-40:2,0.000791207564569716,0.052962423846131,0.988446662130661,,Main,-0.103015143173847,0.104597558302986
All,HC meal,Time_(joint),HMDB0013437,PC O-40:2,,,,0.988446662130661,Main,,
All,HC meal,Time_360,HMDB0013459,PC O-42:3,0.0343088352899991,0.0210945207110797,0.142509721321792,,Main,-0.00703642530371722,0.0756540958837154
All,HC meal,Time_(joint),HMDB0013459,PC O-42:3,,,,0.142509721321792,Main,,
All,HC meal,Time_360,HMDB0013453,PC P-44:3,0.0334738707295953,0.0829639076320289,0.697167898756635,,Main,-0.129135388229181,0.196083129688372
All,HC meal,Time_(joint),HMDB0013453,PC P-44:3,,,,0.697167898756635,Main,,
All,HC meal,Time_360,HMDB0011381,PE P-38:1,0.00806528452842612,0.0492406441836108,0.873956347180278,,Main,-0.0884463780714511,0.104576947128303
All,HC meal,Time_(joint),HMDB0011381,PE P-38:1,,,,0.873956347180278,Main,,
All,HC meal,Time_360,HMDB0011455,PE P-40:2,0.0500547084895299,0.101626862636699,0.635573636248135,,Main,-0.1491339422784,0.24924335925746
All,HC meal,Time_(joint),HMDB0011455,PE P-40:2,,,,0.635573636248135,Main,,
All,HC meal,Time_360,HMDB0011764,Cer 38:0;O2,-0.24496745858111,0.201615829389949,0.258998272284591,,Main,-0.64013448418541,0.150199567023189
All,HC meal,Time_(joint),HMDB0011764,Cer 38:0;O2,,,,0.258998272284591,Main,,
All,HC meal,Time_360,HMDB0004975,HexCer 42:2;O2,0.0615378189505817,0.0356252786747432,0.122370625085,,Main,-0.008287727251915,0.131363365153078
All,HC meal,Time_(joint),HMDB0004975,HexCer 42:2;O2,,,,0.122370625085,Main,,
All,HC meal,Time_360,HMDB0004978,HexCer 42:1;O2,0.0326220733269781,0.0150961478355219,0.0626961803229063,,Main,0.00303362356935524,0.0622105230846009
All,HC meal,Time_(joint),HMDB0004978,HexCer 42:1;O2,,,,0.0626961803229063,Main,,
All,HC meal,Time_360,HMDB0006738,CE 19:0,0.0905533321253079,0.0704138975387007,0.234408041475361,,Main,-0.0474579070505454,0.228564571301161
All,HC meal,Time_(joint),HMDB0006738,CE 19:0,,,,0.234408041475361,Main,,
All,HC meal,Time_360,HMDB0006737,CE 22:2,-0.0927557081517863,0.0324725632054402,0.0212676750640552,,Main,-0.156401932034449,-0.0291094842691236
All,HC meal,Time_(joint),HMDB0006737,CE 22:2,,,,0.0212676750640552,Main,,
All,HC meal,Time_360,HMDB0047901,TG 46:5,0.27178540015136,0.314782505404996,0.400671741548259,,Main,-0.345188310442431,0.888759110745152
All,HC meal,Time_(joint),HMDB0047901,TG 46:5,,,,0.400671741548259,Main,,
All,HC meal,Time_360,HMDB0054098,TG 56:11,0.198346357528032,0.366497917972689,0.603113945891963,,Main,-0.519989561698439,0.916682276754503
All,HC meal,Time_(joint),HMDB0054098,TG 56:11,,,,0.603113945891963,Main,,
All,HF meal,Time_360,HMDB0034408,alpha-Tocoquinone,0.0203473271507368,0.0218501791190753,0.382733333665654,,Main,-0.0224790239226508,0.0631736782241245
All,HF meal,Time_(joint),HMDB0034408,alpha-Tocoquinone,,,,0.382733333665654,Main,,
All,HF meal,Time_360,HMDB0000317,2-Hydroxycaproic and,0.0677934460108496,0.0799014201892025,0.424240433101889,,Main,-0.0888133375599873,0.224400229581687
All,HF meal,Time_(joint),HMDB0000317,2-Hydroxycaproic and,,,,0.424240433101889,Main,,
All,HF meal,Time_360,HMDB0000252,Sphingosine,-0.363692293929674,0.276856371131652,0.230378821909166,,Main,-0.906330781347712,0.178946193488365
All,HF meal,Time_(joint),HMDB0000252,Sphingosine,,,,0.230378821909166,Main,,
All,HF meal,Time_360,HMDB0010379,LPC 14:0/0:0,-0.0991971853615397,0.0260007842632913,0.00658354735616701,,Main,-0.150158722517591,-0.0482356482054887
All,HF meal,Time_(joint),HMDB0010379,LPC 14:0/0:0,,,,0.006583547356167,Main,,
All,HF meal,Time_360,HMDB0010387,LPC 18:3/0:0,0.201028545473534,0.0367207096674614,0.000931368403832265,,Main,0.12905595452531,0.273001136421758
All,HF meal,Time_(joint),HMDB0010387,LPC 18:3/0:0,,,,0.000931368403832265,Main,,
All,HF meal,Time_360,HMDB0010383,LPC 16:1/0:0,-0.0675540417085649,0.0309075451818765,0.0650924601164785,,Main,-0.128132830265043,-0.00697525315208699
All,HF meal,Time_(joint),HMDB0010383,LPC 16:1/0:0,,,,0.0650924601164785,Main,,
All,HF meal,Time_360,HMDB0010381,LPC 15:0/0:0,-0.091428486774074,0.035163376512653,0.0354197265289157,,Main,-0.160348704738874,-0.0225082688092741
All,HF meal,Time_(joint),HMDB0010381,LPC 15:0/0:0,,,,0.0354197265289157,Main,,
All,HF meal,Time_360,HMDB0011477,LPE 0:0/18:2,0.547983971751002,0.0787768098352268,0.000219979984278857,,Main,0.393581424473957,0.702386519028047
All,HF meal,Time_(joint),HMDB0011477,LPE 0:0/18:2,,,,0.000219979984278857,Main,,
All,HF meal,Time_360,HMDB0011487,LPE 0:0/20:4,0.445866043947953,0.0799121265671535,0.000833705239969299,,Main,0.289238275876333,0.602493812019574
All,HF meal,Time_(joint),HMDB0011487,LPE 0:0/20:4,,,,0.0008337052399693,Main,,
All,HF meal,Time_360,HMDB0240685,Cer 18:1;O2/15:0,0.0146464898383911,0.0933137024747609,0.879707877829604,,Main,-0.16824836701214,0.197541346688923
All,HF meal,Time_(joint),HMDB0240685,Cer 18:1;O2/15:0,,,,0.879707877829604,Main,,
All,HF meal,Time_360,HMDB0011561,MG 14:0,0.0466378066524875,0.0522361193523781,0.387039653202992,,Main,-0.0557449872781735,0.149020600583149
All,HF meal,Time_(joint),HMDB0011561,MG 14:0,,,,0.387039653202992,Main,,
All,HF meal,Time_360,HMDB0000671,Indolelactic acid,0.0391057768746936,0.166226156272362,0.820743772455893,,Main,-0.286697489419136,0.364909043168523
All,HF meal,Time_(joint),HMDB0000671,Indolelactic acid,,,,0.820743772455893,Main,,
All,HF meal,Time_360,HMDB0010386,LPC 18:2/0:0,0.360027077242343,0.0331530624597748,1.2391929258455e-05,,Main,0.295047074821184,0.425007079663502
All,HF meal,Time_(joint),HMDB0010386,LPC 18:2/0:0,,,,1.23919292584551e-05,Main,,
All,HF meal,Time_360,HMDB0010404,LPC 22:6/0:0,0.310166743211781,0.050971951553697,0.000498377746215291,,Main,0.210261718166535,0.410071768257027
All,HF meal,Time_(joint),HMDB0010404,LPC 22:6/0:0,,,,0.000498377746215291,Main,,
All,HF meal,Time_360,HMDB0011507,LPE 18:2/0:0,0.543577423913213,0.0776964790199725,0.000212277065454667,,Main,0.391292325034067,0.695862522792359
All,HF meal,Time_(joint),HMDB0011507,LPE 18:2/0:0,,,,0.000212277065454667,Main,,
All,HF meal,Time_360,HMDB0011526,LPE 22:6/0:0,0.349078758171672,0.0459881737332973,0.000127272006885835,,Main,0.258941937654409,0.439215578688935
All,HF meal,Time_(joint),HMDB0011526,LPE 22:6/0:0,,,,0.000127272006885835,Main,,
All,HF meal,Time_360,HMDB0010395,LPC 20:4/0:0,0.192040972489242,0.0357224493925001,0.00103490231832527,,Main,0.122024971679941,0.262056973298542
All,HF meal,Time_(joint),HMDB0010395,LPC 20:4/0:0,,,,0.00103490231832527,Main,,
All,HF meal,Time_360,HMDB0011517,LPE 20:4/0:0,0.536516022452496,0.182751401213386,0.0218442593204861,,Main,0.178323276074258,0.894708768830733
All,HF meal,Time_(joint),HMDB0011517,LPE 20:4/0:0,,,,0.0218442593204861,Main,,
All,HF meal,Time_360,HMDB0011473,LPE 0:0/16:0,0.135169522042968,0.0670278920275121,0.0835463802651907,,Main,0.00379485366904478,0.266544190416892
All,HF meal,Time_(joint),HMDB0011473,LPE 0:0/16:0,,,,0.0835463802651907,Main,,
All,HF meal,Time_360,HMDB0010382,LPC 16:0/0:0,-0.0626229342063525,0.0370542964599122,0.134868389377179,,Main,-0.13524935526778,0.0100034868550754
All,HF meal,Time_(joint),HMDB0010382,LPC 16:0/0:0,,,,0.134868389377179,Main,,
All,HF meal,Time_360,HMDB0001855,5-Hydroxytryptophol,0.0376926860623606,0.0947559831803073,0.702636534890216,,Main,-0.148029040971042,0.223414413095763
All,HF meal,Time_(joint),HMDB0001855,5-Hydroxytryptophol,,,,0.702636534890216,Main,,
All,HF meal,Time_360,HMDB0011503,LPE 16:0/0:0,0.137617813701162,0.0390086107612606,0.00962515030904155,,Main,0.0611609366090915,0.214074690793233
All,HF meal,Time_(joint),HMDB0011503,LPE 16:0/0:0,,,,0.00962515030904155,Main,,
All,HF meal,Time_360,HMDB0034146,Stearamide,-0.00414505432722123,0.0392127571992532,0.918780405273723,,Main,-0.0810020584377576,0.0727119497833151
All,HF meal,Time_(joint),HMDB0034146,Stearamide,,,,0.918780405273723,Main,,
All,HF meal,Time_360,HMDB0010393,LPC 20:3/0:0,0.281500451170434,0.0417224734862865,0.000265744810806017,,Main,0.199724403137313,0.363276499203556
All,HF meal,Time_(joint),HMDB0010393,LPC 20:3/0:0,,,,0.000265744810806017,Main,,
All,HF meal,Time_360,HMDB0011516,LPE 20:3/0:0,0.537292776599706,0.109497076296835,0.00173936178585922,,Main,0.32267850705791,0.751907046141502
All,HF meal,Time_(joint),HMDB0011516,LPE 20:3/0:0,,,,0.00173936178585922,Main,,
All,HF meal,Time_360,HMDB0011563,MG 15:0,0.0894732114491248,0.0463440116633725,0.0740367540472405,,Main,-0.00136105141108522,0.180307474309335
All,HF meal,Time_(joint),HMDB0011563,MG 15:0,,,,0.0740367540472405,Main,,
All,HF meal,Time_360,HMDB0029377,Piperine,-0.163555892662586,0.104063495247579,0.138342444159047,,Main,-0.367520343347841,0.0404085580226691
All,HF meal,Time_(joint),HMDB0029377,Piperine,,,,0.138342444159047,Main,,
