Exposure,beta,se,p,anovaF,anovaP,Effect,lowCI,upCI,Outcome,Beta.SE,P,P_signif,anovaP_signif,outcome
Time_235,0.324932733331232,0.0439640296389344,4.03303525140835e-09,,,Main,0.238763235238921,0.411102231423544,TG 55:4,"0.3 (0.2, 0.4)",4.0e-09,4.0e-09***,,HMDB0044713
Time_(joint),,,,28.2942189051013,1.65154119567898e-08,Main,,,TG 55:4,"NA (NA, NA)",,,1.7e-08***,HMDB0044713
Time_120,0.00177051581325186,0.0867048910714748,0.983805015640353,,,Main,-0.168171070686839,0.171712102313342,Sorbitol,"0 (-0.2, 0.2)",0.984,0.984,,HMDB0000247
Time_235,-0.106474833809924,0.0867048910714748,0.226279335226524,,,Main,-0.276416420310015,0.0634667526901662,Sorbitol,"-0.1 (-0.3, 0.1)",0.226,0.226,,HMDB0000247
Time_(joint),,,,1.02234121752645,0.368529242453195,Main,,,Sorbitol,"NA (NA, NA)",,,0.369,HMDB0000247
Time_120,-0.225701333032354,0.0606995568990826,0.000587901274348659,,,Main,-0.344672464554556,-0.106730201510152,LPE 22:6,"-0.2 (-0.3, -0.1)",5.9e-04,5.9e-04***,,HMDB0011526
Time_235,-0.196010547168969,0.0606995568990826,0.00241227352857028,,,Main,-0.314981678691171,-0.0770394156467666,LPE 22:6,"-0.2 (-0.3, -0.1)",2.4e-03,2.4e-03**,,HMDB0011526
Time_(joint),,,,8.1643218492559,0.00101091736797752,Main,,,LPE 22:6,"NA (NA, NA)",,,1e-03**,HMDB0011526
Time_120,-0.230303051891614,0.061977184085946,0.00059211306119687,,,Main,-0.351778332700068,-0.10882777108316,LPE 22:5,"-0.2 (-0.4, -0.1)",5.9e-04,5.9e-04***,,HMDB0011494
Time_235,-0.164114275005064,0.061977184085946,0.0113562741147661,,,Main,-0.285589555813519,-0.0426389941966102,LPE 22:5,"-0.2 (-0.3, 0)",0.011,0.011*,,HMDB0011494
Time_(joint),,,,7.3201581437518,0.00187325125106958,Main,,,LPE 22:5,"NA (NA, NA)",,,1.9e-03**,HMDB0011494
Time_120,0.367663822028578,0.0732767387892198,1.00584450853443e-05,,,Main,0.224041414001707,0.511286230055449,TG 51:1,"0.4 (0.2, 0.5)",1.0e-05,1.0e-05***,,HMDB0042104
Time_235,0.443485826586232,0.0732767387892198,3.34114850759526e-07,,,Main,0.299863418559362,0.587108234613103,TG 51:1,"0.4 (0.3, 0.6)",3.3e-07,3.3e-07***,,HMDB0042104
Time_(joint),,,,20.9582872484811,4.86891731156534e-07,Main,,,TG 51:1,"NA (NA, NA)",,,4.9e-07***,HMDB0042104
Time_120,-0.128901673835874,0.0751981503604286,0.0938713111637703,,,Main,-0.276290048542314,0.0184867008705666,LPE 20:2,"-0.1 (-0.3, 0)",0.094,0.094,,HMDB0011513
Time_235,0.110213771383145,0.0751981503604286,0.150192102844142,,,Main,-0.0371746033232949,0.257602146089585,LPE 20:2,"0.1 (0, 0.3)",0.15,0.15,,HMDB0011513
Time_(joint),,,,5.06587284805685,0.0106927021294386,Main,,,LPE 20:2,"NA (NA, NA)",,,0.011*,HMDB0011513
Time_120,-0.0530418023856007,0.0116657867731934,4.56943839266166e-05,,,Main,-0.0759067444610597,-0.0301768603101416,CE 20:2,"-0.1 (-0.1, 0)",4.6e-05,4.6e-05***,,HMDB0006734
Time_235,-0.0852325494273625,0.0116657867731934,5.31972176543392e-09,,,Main,-0.108097491502822,-0.0623676073519035,CE 20:2,"-0.1 (-0.1, -0.1)",5.3e-09,5.3e-09***,,HMDB0006734
Time_(joint),,,,27.2227129719231,2.62011738179211e-08,Main,,,CE 20:2,"NA (NA, NA)",,,2.6e-08***,HMDB0006734
Time_120,0.0647109063076007,0.0208143533537924,0.00336532129000908,,,Main,0.0239147737341675,0.105507038881034,TG 54:3,"0.1 (0, 0.1)",3.4e-03,3.4e-03**,,HMDB0005405
Time_235,0.113787627758478,0.0208143533537924,2.3126386752057e-06,,,Main,0.072991495185045,0.154583760331911,TG 54:3,"0.1 (0.1, 0.2)",2.3e-06,2.3e-06***,,HMDB0005405
Time_(joint),,,,15.0369093063341,1.18824750071929e-05,Main,,,TG 54:3,"NA (NA, NA)",,,1.2e-05***,HMDB0005405
Time_120,-0.0735797969973427,0.0171768797597233,0.000104715240511661,,,Main,-0.1072464813264,-0.0399131126682849,CE 17:0,"-0.1 (-0.1, 0)",1.0e-04,1.0e-04***,,HMDB0060059
Time_235,-0.148350474163257,0.0171768797597233,7.37143206761952e-11,,,Main,-0.182017158492314,-0.114683789834199,CE 17:0,"-0.1 (-0.2, -0.1)",7.4e-11,7.4e-11***,,HMDB0060059
Time_(joint),,,,37.2965498923933,4.87646680071021e-10,Main,,,CE 17:0,"NA (NA, NA)",,,4.9e-10***,HMDB0060059
Time_120,0.208412815076799,0.041950773887791,1.18091290302049e-05,,,Main,0.126189298256729,0.290636331896869,LPE 18:1,"0.2 (0.1, 0.3)",1.2e-05,1.2e-05***,,HMDB0011475
Time_235,0.362096057949712,0.041950773887791,7.49284882734649e-11,,,Main,0.279872541129641,0.444319574769782,LPE 18:1,"0.4 (0.3, 0.4)",7.5e-11,7.5e-11***,,HMDB0011475
Time_(joint),,,,37.5346446474759,4.47643700349865e-10,Main,,,LPE 18:1,"NA (NA, NA)",,,4.5e-10***,HMDB0011475
Time_120,1.06845407766122,0.132351256867692,4.42777070961056e-10,,,Main,0.809045614200545,1.3278625411219,TG 50:0,"1.1 (0.8, 1.3)",4.4e-10,4.4e-10***,,HMDB0005357
Time_235,1.36352551157242,0.132351256867692,4.57666717688344e-13,,,Main,1.10411704811175,1.6229339750331,TG 50:0,"1.4 (1.1, 1.6)",4.6e-13,4.6e-13***,,HMDB0005357
Time_(joint),,,,58.7598449914142,6.74737498800112e-13,Main,,,TG 50:0,"NA (NA, NA)",,,6.7e-13***,HMDB0005357
Time_120,0.29478927935747,0.0683870233470733,9.62527720344736e-05,,,Main,0.160750713597206,0.428827845117734,Cytosine,"0.3 (0.2, 0.4)",9.6e-05,9.6e-05***,,HMDB0000630
Time_235,0.21872193039088,0.0683870233470733,0.00262925681921656,,,Main,0.0846833646306158,0.352760496151143,Cytosine,"0.2 (0.1, 0.4)",2.6e-03,2.6e-03**,,HMDB0000630
Time_(joint),,,,10.0158723546493,0.000277549960659945,Main,,,Cytosine,"NA (NA, NA)",,,2.8e-04***,HMDB0000630
Time_120,-0.640554146878581,0.0449954744272607,1.13478330036837e-17,,,Main,-0.728745276756012,-0.55236301700115,Uridine,"-0.6 (-0.7, -0.6)",1.1e-17,1.1e-17***,,HMDB0000296
Time_235,-0.608337802880167,0.0449954744272607,6.78155347826306e-17,,,Main,-0.696528932757598,-0.520146673002736,Uridine,"-0.6 (-0.7, -0.5)",6.8e-17,6.8e-17***,,HMDB0000296
Time_(joint),,,,128.65507599118,1.22937590911875e-18,Main,,,Uridine,"NA (NA, NA)",,,1.2e-18***,HMDB0000296
Time_120,0.0540319684823411,0.0344755988732482,0.124559968286156,,,Main,-0.0135402053092255,0.121604142273908,TG 53:2,"0.1 (0, 0.1)",0.125,0.125,,HMDB0062701
Time_235,0.071359685859769,0.0344755988732482,0.0446520333419259,,,Main,0.00378751206820251,0.138931859651336,TG 53:2,"0.1 (0, 0.1)",0.045,0.045*,,HMDB0062701
Time_(joint),,,,2.3310728379501,0.109641833388303,Main,,,TG 53:2,"NA (NA, NA)",,,0.11,HMDB0062701
Time_120,-0.588717031605569,0.0459103289242664,4.09689133032861e-16,,,Main,-0.678701276297131,-0.498732786914006,Uracil,"-0.6 (-0.7, -0.5)",4.1e-16,4.1e-16***,,HMDB0000300
Time_235,-0.553145777294457,0.0459103289242664,3.24844030786407e-15,,,Main,-0.643130021986019,-0.463161532602895,Uracil,"-0.6 (-0.6, -0.5)",3.2e-15,3.2e-15***,,HMDB0000300
Time_(joint),,,,103.399475448141,5.96232515681496e-17,Main,,,Uracil,"NA (NA, NA)",,,6e-17***,HMDB0000300
Time_120,0.0648722415638423,0.0279898946136078,0.0254096036664801,,,Main,0.0100120481211711,0.119732435006513,TG 56:4,"0.1 (0, 0.1)",0.025,0.025*,,HMDB0005398
Time_235,0.131774393293997,0.0279898946136078,2.7320773473366e-05,,,Main,0.0769141998513262,0.186634586736669,TG 56:4,"0.1 (0.1, 0.2)",2.7e-05,2.7e-05***,,HMDB0005398
Time_(joint),,,,11.083167054172,0.000136390243165441,Main,,,TG 56:4,"NA (NA, NA)",,,1.4e-04***,HMDB0005398
Time_120,0.129217295799183,0.0342171210448809,0.000494492911316256,,,Main,0.0621517385512163,0.19628285304715,TG 58:6,"0.1 (0.1, 0.2)",4.9e-04,4.9e-04***,,HMDB0005458
Time_235,0.301768240787539,0.0342171210448809,4.15507019113948e-11,,,Main,0.234702683539573,0.368833798035506,TG 58:6,"0.3 (0.2, 0.4)",4.2e-11,4.2e-11***,,HMDB0005458
Time_(joint),,,,39.1566089741137,2.52147626375333e-10,Main,,,TG 58:6,"NA (NA, NA)",,,2.5e-10***,HMDB0005458
Time_120,0.389603921179583,0.0616976655841879,1.39978988890558e-07,,,Main,0.268676496634575,0.510531345724592,TG 52:1,"0.4 (0.3, 0.5)",1.4e-07,1.4e-07***,,HMDB0005367
Time_235,0.571067961931509,0.0616976655841879,1.07122119265437e-11,,,Main,0.450140537386501,0.691995386476517,TG 52:1,"0.6 (0.5, 0.7)",1.1e-11,1.1e-11***,,HMDB0005367
Time_(joint),,,,44.7327247833442,3.91914050537773e-11,Main,,,TG 52:1,"NA (NA, NA)",,,3.9e-11***,HMDB0005367
Time_120,0.00852591613087519,0.0195795656222134,0.665465764813,,,Main,-0.0298500324886631,0.0469018647504135,CAR 26:0,"0 (0, 0)",0.665,0.665,,HMDB0006347
Time_235,0.0185646943515711,0.0195795656222134,0.348468495089449,,,Main,-0.0198112542679672,0.0569406429711093,CAR 26:0,"0 (0, 0.1)",0.348,0.348,,HMDB0006347
Time_(joint),,,,0.450505195193561,0.640349632138982,Main,,,CAR 26:0,"NA (NA, NA)",,,0.64,HMDB0006347
Time_120,0.155237354144191,0.0369974222568698,0.000137621178514744,,,Main,0.0827224065207264,0.227752301767656,LPE 18:3,"0.2 (0.1, 0.2)",1.4e-04,1.4e-04***,,HMDB0011478
Time_235,0.234499454815391,0.0369974222568698,1.29476461263474e-07,,,Main,0.161984507191926,0.307014402438856,LPE 18:3,"0.2 (0.2, 0.3)",1.3e-07,1.3e-07***,,HMDB0011478
Time_(joint),,,,20.7896293330316,5.29866287536605e-07,Main,,,LPE 18:3,"NA (NA, NA)",,,5.3e-07***,HMDB0011478
Time_120,0.0165022960790792,0.0201583255744993,0.417615884786237,,,Main,-0.0230080220469394,0.0560126142050979,5-Bromotryptophan,"0 (0, 0.1)",0.418,0.418,,HMDB0240660
Time_235,-0.0129071487845394,0.0201583255744993,0.525462849637206,,,Main,-0.052417466910558,0.0266031693414793,5-Bromotryptophan,"0 (-0.1, 0)",0.525,0.525,,HMDB0240660
Time_(joint),,,,1.06952935108563,0.352330861228571,Main,,,5-Bromotryptophan,"NA (NA, NA)",,,0.352,HMDB0240660
Time_120,0.0949540477174412,0.0340532288165872,0.00792495199732391,,,Main,0.0282097192369302,0.161698376197952,TG 55:3,"0.1 (0, 0.2)",7.9e-03,7.9e-03**,,HMDB0043127
Time_235,0.124065083641423,0.0340532288165872,0.000734127406425816,,,Main,0.0573207551609119,0.190809412121934,TG 55:3,"0.1 (0.1, 0.2)",7.3e-04,7.3e-04***,,HMDB0043127
Time_(joint),,,,7.25979673081495,0.00195909493152762,Main,,,TG 55:3,"NA (NA, NA)",,,2e-03**,HMDB0043127
Time_120,0.210639201460543,0.0518548655574228,0.000208010594491406,,,Main,0.109003664967995,0.312274737953092,TG 58:5,"0.2 (0.1, 0.3)",2.1e-04,2.1e-04***,,HMDB0042645
Time_235,0.435147162633513,0.0518548655574228,1.60011903958837e-10,,,Main,0.333511626140965,0.536782699126062,TG 58:5,"0.4 (0.3, 0.5)",1.6e-10,1.6e-10***,,HMDB0042645
Time_(joint),,,,35.2217002429744,1.04381060391104e-09,Main,,,TG 58:5,"NA (NA, NA)",,,1e-09***,HMDB0042645
Time_120,0.0127137183814589,0.0168292145038623,0.454191898645246,,,Main,-0.0202715420461113,0.045698978809029,CAR 26:1,"0 (0, 0)",0.454,0.454,,HMDB0241641
Time_235,0.0205669789160693,0.0168292145038623,0.228484510534785,,,Main,-0.0124182815115008,0.0535522393436394,CAR 26:1,"0 (0, 0.1)",0.228,0.228,,HMDB0241641
Time_(joint),,,,0.760665845471365,0.473684756328371,Main,,,CAR 26:1,"NA (NA, NA)",,,0.474,HMDB0241641
Time_120,-0.058893716710997,0.0135071310986287,8.23926382545075e-05,,,Main,-0.0853676936643093,-0.0324197397576847,CE 18:0,"-0.1 (-0.1, 0)",8.2e-05,8.2e-05***,,HMDB0010368
Time_235,-0.0945201985178435,0.0135071310986287,1.46407804994401e-08,,,Main,-0.120994175471156,-0.0680462215645312,CE 18:0,"-0.1 (-0.1, -0.1)",1.5e-08,1.5e-08***,,HMDB0010368
Time_(joint),,,,24.9791527354583,7.12565730805663e-08,Main,,,CE 18:0,"NA (NA, NA)",,,7.1e-08***,HMDB0010368
Time_120,-0.0314435614643479,0.125694865480416,0.803684874705311,,,Main,-0.277805497805963,0.214918374877267,Serotonin,"0 (-0.3, 0.2)",0.804,0.804,,HMDB0000259
Time_235,0.110868606199389,0.125694865480416,0.382772521608281,,,Main,-0.135493330142225,0.357230542541004,Serotonin,"0.1 (-0.1, 0.4)",0.383,0.383,,HMDB0000259
Time_(joint),,,,0.707489411784719,0.498658968512435,Main,,,Serotonin,"NA (NA, NA)",,,0.499,HMDB0000259
Time_120,0.191278412347353,0.0378680858848699,9.01452793798692e-06,,,Main,0.117056964013008,0.265499860681698,TG 54:2,"0.2 (0.1, 0.3)",9.0e-06,9.0e-06***,,HMDB0005403
Time_235,0.313363310830858,0.0378680858848699,2.31841044791735e-10,,,Main,0.239141862496513,0.387584759165203,TG 54:2,"0.3 (0.2, 0.4)",2.3e-10,2.3e-10***,,HMDB0005403
Time_(joint),,,,34.7953418376981,1.22475265766186e-09,Main,,,TG 54:2,"NA (NA, NA)",,,1.2e-09***,HMDB0005403
Time_120,-0.0220367620329281,0.0346636171047352,0.528400311775534,,,Main,-0.089977451558209,0.0459039274923528,CAR 26:2,"0 (-0.1, 0)",0.528,0.528,,HMDB0241642
Time_235,0.00443404132312132,0.0346636171047352,0.89882574630927,,,Main,-0.0635066482021596,0.0723747308484023,CAR 26:2,"0 (-0.1, 0.1)",0.899,0.899,,HMDB0241642
Time_(joint),,,,0.334558590370843,0.717543594652078,Main,,,CAR 26:2,"NA (NA, NA)",,,0.718,HMDB0241642
Time_120,-0.0860815011602431,0.022007313438548,0.000329287251815633,,,Main,-0.129215835499797,-0.042947166820689,CE 20:1,"-0.1 (-0.1, 0)",3.3e-04,3.3e-04***,,HMDB0005193
Time_235,-0.113788027033449,0.022007313438548,6.11067266341243e-06,,,Main,-0.156922361373003,-0.0706536926938949,CE 20:1,"-0.1 (-0.2, -0.1)",6.1e-06,6.1e-06***,,HMDB0005193
Time_(joint),,,,14.5394993994924,1.59099108702416e-05,Main,,,CE 20:1,"NA (NA, NA)",,,1.6e-05***,HMDB0005193
Time_120,0.448717954788738,0.0733271438862148,2.67422003176972e-07,,,Main,0.304996752771757,0.592439156805719,TG 53:1,"0.4 (0.3, 0.6)",2.7e-07,2.7e-07***,,HMDB0042482
Time_235,0.592647798625368,0.0733271438862148,4.29655492853744e-10,,,Main,0.448926596608387,0.736369000642349,TG 53:1,"0.6 (0.4, 0.7)",4.3e-10,4.3e-10***,,HMDB0042482
Time_(joint),,,,35.54081419482,9.26833971808149e-10,Main,,,TG 53:1,"NA (NA, NA)",,,9.3e-10***,HMDB0042482
Time_120,0.169598858063444,0.0434092146132875,0.000333823022767264,,,Main,0.0845167974214002,0.254680918705487,TG 56:3,"0.2 (0.1, 0.3)",3.3e-04,3.3e-04***,,HMDB0005410
Time_235,0.268404338560002,0.0434092146132875,2.1651253846579e-07,,,Main,0.183322277917958,0.353486399202045,TG 56:3,"0.3 (0.2, 0.4)",2.2e-07,2.2e-07***,,HMDB0005410
Time_(joint),,,,19.5587519856702,9.92724966586115e-07,Main,,,TG 56:3,"NA (NA, NA)",,,9.9e-07***,HMDB0005410
Time_120,-0.0318612784061416,0.0341154905659367,0.355681530488774,,,Main,-0.0987276399153775,0.0350050831030943,CAR 24:1,"0 (-0.1, 0)",0.356,0.356,,HMDB0241632
Time_235,-0.159017341441273,0.0341154905659367,3.17347611954735e-05,,,Main,-0.225883702950509,-0.0921509799320372,CAR 24:1,"-0.2 (-0.2, -0.1)",3.2e-05,3.2e-05***,,HMDB0241632
Time_(joint),,,,12.1635694858202,6.80328314039809e-05,Main,,,CAR 24:1,"NA (NA, NA)",,,6.8e-05***,HMDB0241632
Time_120,1.02335792832278,0.115121364036149,3.33684064496109e-11,,,Main,0.797720054811925,1.24899580183363,TG 52:0,"1 (0.8, 1.2)",3.3e-11,3.3e-11***,,HMDB0005365
Time_235,1.36523680635837,0.115121364036149,5.44967729275585e-15,,,Main,1.13959893284752,1.59087467986922,TG 52:0,"1.4 (1.1, 1.6)",5.4e-15,5.4e-15***,,HMDB0005365
Time_(joint),,,,76.1596242381191,1.07004690505294e-14,Main,,,TG 52:0,"NA (NA, NA)",,,1.1e-14***,HMDB0005365
Time_120,0.256030544466482,0.0435577735241062,5.95015330362808e-07,,,Main,0.170657308359234,0.34140378057373,TG 55:2,"0.3 (0.2, 0.3)",6.0e-07,6.0e-07***,,HMDB0043373
Time_235,0.366817561212329,0.0435577735241062,1.45581743240186e-10,,,Main,0.281444325105081,0.452190797319577,TG 55:2,"0.4 (0.3, 0.5)",1.5e-10,1.5e-10***,,HMDB0043373
Time_(joint),,,,37.3131653245042,4.84737068716868e-10,Main,,,TG 55:2,"NA (NA, NA)",,,4.8e-10***,HMDB0043373
Time_120,0.231998331884304,0.0477861658847574,1.70269679482131e-05,,,Main,0.138337446750179,0.325659217018429,Azelaic acid,"0.2 (0.1, 0.3)",1.7e-05,1.7e-05***,,HMDB0000784
Time_235,0.181535893240779,0.0477861658847574,0.000462252024353543,,,Main,0.0878750081066545,0.275196778374904,Azelaic acid,"0.2 (0.1, 0.3)",4.6e-04,4.6e-04***,,HMDB0000784
Time_(joint),,,,13.0390882165251,3.93612510496434e-05,Main,,,Azelaic acid,"NA (NA, NA)",,,3.9e-05***,HMDB0000784
Time_120,0.349430557674122,0.0528269731094467,5.18556725725634e-08,,,Main,0.245889690379606,0.452971424968637,TG 58:4,"0.3 (0.2, 0.5)",5.2e-08,5.2e-08***,,HMDB0048749
Time_235,0.460458968836452,0.0528269731094467,5.73636884799796e-11,,,Main,0.356918101541937,0.563999836130968,TG 58:4,"0.5 (0.4, 0.6)",5.7e-11,5.7e-11***,,HMDB0048749
Time_(joint),,,,41.3818324423883,1.17593819174919e-10,Main,,,TG 58:4,"NA (NA, NA)",,,1.2e-10***,HMDB0048749
Time_120,0.6026546201423,0.0799226089317907,2.47589308179051e-09,,,Main,0.44600630663599,0.75930293364861,TG 54:1,"0.6 (0.4, 0.8)",2.5e-09,2.5e-09***,,HMDB0005395
Time_235,0.878161989430296,0.0799226089317907,6.26155584584744e-14,,,Main,0.721513675923986,1.03481030293661,TG 54:1,"0.9 (0.7, 1)",6.3e-14,6.3e-14***,,HMDB0005395
Time_(joint),,,,63.156790463083,2.18641500944433e-13,Main,,,TG 54:1,"NA (NA, NA)",,,2.2e-13***,HMDB0005395
Time_120,0.904100825825515,0.161340821060049,1.47308217985264e-06,,,Main,0.587872816547818,1.22032883510321,TG 57:3,"0.9 (0.6, 1.2)",1.5e-06,1.5e-06***,,HMDB0043380
Time_235,0.977783639984031,0.161340821060049,3.25206188567972e-07,,,Main,0.661555630706334,1.29401164926173,TG 57:3,"1 (0.7, 1.3)",3.3e-07,3.3e-07***,,HMDB0043380
Time_(joint),,,,22.7792226874329,1.99515301728078e-07,Main,,,TG 57:3,"NA (NA, NA)",,,2e-07***,HMDB0043380
Time_120,0.365689518565396,0.0561744847427824,7.33366511490059e-08,,,Main,0.255587528469542,0.47579150866125,TG 56:2,"0.4 (0.3, 0.5)",7.3e-08,7.3e-08***,,HMDB0005404
Time_235,0.50195483472394,0.0561744847427824,2.88858154650746e-11,,,Main,0.391852844628086,0.612056824819794,TG 56:2,"0.5 (0.4, 0.6)",2.9e-11,2.9e-11***,,HMDB0005404
Time_(joint),,,,42.7028361446835,7.57305379541913e-11,Main,,,TG 56:2,"NA (NA, NA)",,,7.6e-11***,HMDB0005404
Time_120,-0.0250841826021353,0.00976782449033278,0.013874789654161,,,Main,-0.0442291186031876,-0.00593924660108305,PC P-38:5 or PC O-38:6,"0 (0, 0)",0.014,0.014*,,HMDB0011319
Time_235,-0.0356104498132225,0.00976782449033278,0.000728910939145512,,,Main,-0.0547553858142748,-0.0164655138121702,PC P-38:5 or PC O-38:6,"0 (-0.1, 0)",7.3e-04,7.3e-04***,,HMDB0011319
Time_(joint),,,,7.01573676659564,0.00235051040172197,Main,,,PC P-38:5 or PC O-38:6,"NA (NA, NA)",,,2.4e-03**,HMDB0011319
Time_120,-0.0358172885798938,0.0113555138009179,0.00297133720578318,,,Main,-0.058074095629693,-0.0135604815300946,PC P-38:6 or PC O-38:7,"0 (-0.1, 0)",3.0e-03,3.0e-03**,,HMDB0011229
Time_235,-0.0526722202020128,0.0113555138009179,3.41199176600756e-05,,,Main,-0.0749290272518119,-0.0304154131522136,PC P-38:6 or PC O-38:7,"-0.1 (-0.1, 0)",3.4e-05,3.4e-05***,,HMDB0011229
Time_(joint),,,,11.2224565331351,0.000124529890156461,Main,,,PC P-38:6 or PC O-38:7,"NA (NA, NA)",,,1.2e-04***,HMDB0011229
Time_120,0.573972125143733,0.0753390858446601,1.92084109314684e-09,,,Main,0.4263075168882,0.721636733399267,TG 58:3,"0.6 (0.4, 0.7)",1.9e-09,1.9e-09***,,HMDB0044261
Time_235,0.70746177592012,0.0753390858446601,7.0893500623761e-12,,,Main,0.559797167664586,0.855126384175654,TG 58:3,"0.7 (0.6, 0.9)",7.1e-12,7.1e-12***,,HMDB0044261
Time_(joint),,,,49.7867605791712,8.27203545616876e-12,Main,,,TG 58:3,"NA (NA, NA)",,,8.3e-12***,HMDB0044261
Time_120,0.0240257849457694,0.152330272633086,0.875431976479658,,,Main,-0.274541549415079,0.322593119306618,Cyclohexylamine,"0 (-0.3, 0.3)",0.875,0.875,,HMDB0031404
Time_235,-0.142973433635675,0.152330272633086,0.353315320855814,,,Main,-0.441540767996524,0.155593900725173,Cyclohexylamine,"-0.1 (-0.4, 0.2)",0.353,0.353,,HMDB0031404
Time_(joint),,,,0.702555608696038,0.501045028717236,Main,,,Cyclohexylamine,"NA (NA, NA)",,,0.501,HMDB0031404
Time_120,0.00490793498788311,0.0283354559745599,0.863319807795691,,,Main,-0.0506295587222543,0.0604454286980205,CE 22:1,"0 (-0.1, 0.1)",0.863,0.863,,HMDB0010372
Time_235,0.0165755625703002,0.0283354559745599,0.561693581605082,,,Main,-0.0389619311398373,0.0721130562804376,CE 22:1,"0 (0, 0.1)",0.562,0.562,,HMDB0010372
Time_(joint),,,,0.180583585295742,0.835427616932224,Main,,,CE 22:1,"NA (NA, NA)",,,0.835,HMDB0010372
Time_120,0.880118093737907,0.0968757676869762,1.81589856110287e-11,,,Main,0.690241589071433,1.06999459840438,TG 54:0,"0.9 (0.7, 1.1)",1.8e-11,1.8e-11***,,HMDB0005393
Time_235,1.14026053613518,0.0968757676869762,6.95719301366401e-15,,,Main,0.950384031468708,1.33013704080166,TG 54:0,"1.1 (1, 1.3)",7.0e-15,7.0e-15***,,HMDB0005393
Time_(joint),,,,76.0964513976514,1.08476251631581e-14,Main,,,TG 54:0,"NA (NA, NA)",,,1.1e-14***,HMDB0005393
Time_120,-0.0376539532301385,0.00876625141872479,0.000100962496233408,,,Main,-0.0548358060108391,-0.0204721004494379,PC P-36:4 or PC O-36:5,"0 (-0.1, 0)",1.0e-04,1.0e-04***,,HMDB0011221
Time_235,-0.0486851146192396,0.00876625141872479,1.73697681868721e-06,,,Main,-0.0658669673999402,-0.031503261838539,PC P-36:4 or PC O-36:5,"0 (-0.1, 0)",1.7e-06,1.7e-06***,,HMDB0011221
Time_(joint),,,,16.9589737199215,3.99026266025111e-06,Main,,,PC P-36:4 or PC O-36:5,"NA (NA, NA)",,,4e-06***,HMDB0011221
Time_120,0.972794046372116,0.118169444843195,2.65880684933113e-10,,,Main,0.741181934479454,1.20440615826478,TG 57:2,"1 (0.7, 1.2)",2.7e-10,2.7e-10***,,HMDB0043375
Time_235,1.16651346498009,0.118169444843195,1.64825433897163e-12,,,Main,0.934901353087424,1.39812557687275,TG 57:2,"1.2 (0.9, 1.4)",1.6e-12,1.6e-12***,,HMDB0043375
Time_(joint),,,,55.9678736466117,1.42595530048549e-12,Main,,,TG 57:2,"NA (NA, NA)",,,1.4e-12***,HMDB0043375
Time_120,-0.0368609890601775,0.0123284229890534,0.00465083926751361,,,Main,-0.0610246981187222,-0.0126972800016327,PC P-36:5 or PC O-36:6,"0 (-0.1, 0)",4.7e-03,4.7e-03**,,HMDB0008260
Time_235,-0.0642350980480396,0.0123284229890534,5.36438695892554e-06,,,Main,-0.0883988071065844,-0.0400713889894949,PC P-36:5 or PC O-36:6,"-0.1 (-0.1, 0)",5.4e-06,5.4e-06***,,HMDB0008260
Time_(joint),,,,13.6724381628294,2.67259498197041e-05,Main,,,PC P-36:5 or PC O-36:6,"NA (NA, NA)",,,2.7e-05***,HMDB0008260
Time_120,-0.0145047490197028,0.00847920119209503,0.0945280482398973,,,Main,-0.031123983356209,0.00211448531680349,PC P-38:4 or PC O-38:5,"0 (0, 0)",0.095,0.095,,HMDB0011253
Time_235,-0.0231490943785202,0.00847920119209503,0.00921257265631262,,,Main,-0.0397683287150265,-0.00652986004201393,PC P-38:4 or PC O-38:5,"0 (0, 0)",9.2e-03,9.2e-03**,,HMDB0011253
Time_(joint),,,,3.80634658653168,0.0302542392745641,Main,,,PC P-38:4 or PC O-38:5,"NA (NA, NA)",,,0.03*,HMDB0011253
Time_120,-0.00570460265206842,0.0104732823615129,0.588853212796294,,,Main,-0.0262322360806337,0.0148230307764969,PC P-38:3 or PC O-38:4,"0 (0, 0)",0.589,0.589,,HMDB0011252
Time_235,-0.0222400103561438,0.0104732823615129,0.0396458472161747,,,Main,-0.0427676437847091,-0.00171237692757847,PC P-38:3 or PC O-38:4,"0 (0, 0)",0.04,0.04*,,HMDB0011252
Time_(joint),,,,2.43286492996403,0.100062653468429,Main,,,PC P-38:3 or PC O-38:4,"NA (NA, NA)",,,0.1,HMDB0011252
Time_120,0.888537698819907,0.0931728769766312,4.53877849658396e-12,,,Main,0.70591885994571,1.0711565376941,TG 56:1,"0.9 (0.7, 1.1)",4.5e-12,4.5e-12***,,HMDB0005396
Time_235,1.08944212207392,0.0931728769766312,8.6210608936143e-15,,,Main,0.90682328319972,1.27206096094811,TG 56:1,"1.1 (0.9, 1.3)",8.6e-15,8.6e-15***,,HMDB0005396
Time_(joint),,,,77.4374299477575,8.13279038037447e-15,Main,,,TG 56:1,"NA (NA, NA)",,,8.1e-15***,HMDB0005396
Time_120,0.760405299916636,0.0893519141982132,1.09867132927365e-10,,,Main,0.585275548088138,0.935535051745134,TG 58:2,"0.8 (0.6, 0.9)",1.1e-10,1.1e-10***,,HMDB0044121
Time_235,0.898814636747906,0.0893519141982132,9.40271848297392e-13,,,Main,0.723684884919408,1.0739443885764,TG 58:2,"0.9 (0.7, 1.1)",9.4e-13,9.4e-13***,,HMDB0044121
