meal_type,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HF meal,HC Genotype x Time_360,HMDB0000671,Indolelactic acid,0.0896648330985606,0.369055126363585,0.816130748977479,,Interaction,-0.633683214574066,0.813012880771187
HF meal,HC Genotype x Time_(joint),HMDB0000671,Indolelactic acid,,,,0.816130748977479,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010386,LPC 18:2/0:0,-0.0689974082177172,0.068394168355567,0.3519987759533,,Interaction,-0.203049978194628,0.0650551617591941
HF meal,HC Genotype x Time_(joint),HMDB0010386,LPC 18:2/0:0,,,,0.3519987759533,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010404,LPC 22:6/0:0,-0.0840752160781822,0.10841981307132,0.467521274854501,,Interaction,-0.29657804969797,0.128427617541606
HF meal,HC Genotype x Time_(joint),HMDB0010404,LPC 22:6/0:0,,,,0.467521274854501,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011507,LPE 18:2/0:0,-0.02604864939215,0.173021604819406,0.885263390218529,,Interaction,-0.365170994838187,0.313073696053887
HF meal,HC Genotype x Time_(joint),HMDB0011507,LPE 18:2/0:0,,,,0.885263390218529,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011526,LPE 22:6/0:0,0.0188427998384213,0.102315137613923,0.859951189566449,,Interaction,-0.181694869884867,0.21938046956171
HF meal,HC Genotype x Time_(joint),HMDB0011526,LPE 22:6/0:0,,,,0.859951189566449,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010395,LPC 20:4/0:0,-0.0582871929703003,0.0760649519900881,0.472569363484458,,Interaction,-0.207374498870873,0.0908001129302724
HF meal,HC Genotype x Time_(joint),HMDB0010395,LPC 20:4/0:0,,,,0.472569363484458,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011517,LPE 20:4/0:0,-0.4151966865394,0.370832593489373,0.305677678991705,,Interaction,-1.14202856977857,0.31163519669977
HF meal,HC Genotype x Time_(joint),HMDB0011517,LPE 20:4/0:0,,,,0.305677678991705,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011473,LPE 0:0/16:0,-0.173555586782426,0.131695087125819,0.235629950981151,,Interaction,-0.431677957549032,0.0845667839841795
HF meal,HC Genotype x Time_(joint),HMDB0011473,LPE 0:0/16:0,,,,0.235629950981151,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010382,LPC 16:0/0:0,-0.0676909355495859,0.0779160818561963,0.418365082265633,,Interaction,-0.220406455987731,0.0850245848885588
HF meal,HC Genotype x Time_(joint),HMDB0010382,LPC 16:0/0:0,,,,0.418365082265633,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0001855,5-Hydroxytryptophol,-0.00804902012141046,0.211376656343506,0.970851589855007,,Interaction,-0.422347266554681,0.406249226311861
HF meal,HC Genotype x Time_(joint),HMDB0001855,5-Hydroxytryptophol,,,,0.970851589855007,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011503,LPE 16:0/0:0,-0.14695944566123,0.0630478432760374,0.0585669922390985,,Interaction,-0.270533218482263,-0.0233856728401966
HF meal,HC Genotype x Time_(joint),HMDB0011503,LPE 16:0/0:0,,,,0.0585669922390985,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0034146,Stearamide,0.179761656309815,0.0476269144468097,0.00924118108368043,,Interaction,0.0864129039940682,0.273110408625562
HF meal,HC Genotype x Time_(joint),HMDB0034146,Stearamide,,,,0.00924118108368043,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010393,LPC 20:3/0:0,-0.11343059711491,0.080751028313325,0.209708882013764,,Interaction,-0.271702612609027,0.0448414183792066
HF meal,HC Genotype x Time_(joint),HMDB0010393,LPC 20:3/0:0,,,,0.209708882013764,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011516,LPE 20:3/0:0,0.0138123482955621,0.244233119490946,0.956736800592275,,Interaction,-0.464884565906692,0.492509262497816
HF meal,HC Genotype x Time_(joint),HMDB0011516,LPE 20:3/0:0,,,,0.956736800592275,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011563,MG 15:0,0.0136173418715581,0.103258868633134,0.897267890202104,,Interaction,-0.188770040649384,0.2160047243925
HF meal,HC Genotype x Time_(joint),HMDB0011563,MG 15:0,,,,0.897267890202104,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0029377,Piperine,0.443728884608835,0.149850587317552,0.0252455440368777,,Interaction,0.150021733466433,0.737436035751237
HF meal,HC Genotype x Time_(joint),HMDB0029377,Piperine,,,,0.0252455440368777,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010403,LPC 22:5/0:0,-0.058918016968583,0.183987577049363,0.759653667869714,,Interaction,-0.419533667985335,0.301697634048169
HF meal,HC Genotype x Time_(joint),HMDB0010403,LPC 22:5/0:0,,,,0.759653667869714,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0002815,LPC 18:1/0:0,-0.0675770055137264,0.0435102130945597,0.171382592210618,,Interaction,-0.152857023179064,0.0177030121516107
HF meal,HC Genotype x Time_(joint),HMDB0002815,LPC 18:1/0:0,,,,0.171382592210618,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011568,MG 18:2,0.704186039134025,0.27576606434311,0.0432823157447016,,Interaction,0.163684553021529,1.24468752524652
HF meal,HC Genotype x Time_(joint),HMDB0011568,MG 18:2,,,,0.0432823157447016,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011506,LPE 18:1/0:0,-0.0580665302834296,0.168904347158253,0.742736301706976,,Interaction,-0.389119050713605,0.272985990146746
HF meal,HC Genotype x Time_(joint),HMDB0011506,LPE 18:1/0:0,,,,0.742736301706976,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0000122,Hexose,-0.0091523605854429,0.0443004563568817,0.843156784700703,,Interaction,-0.0959812550449311,0.0776765338740453
HF meal,HC Genotype x Time_(joint),HMDB0000122,Hexose,,,,0.843156784700703,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0012108,LPC 17:0/0:0,-0.0147620031479088,0.0302633345075373,0.643012807830089,,Interaction,-0.0740781387826819,0.0445541324868643
HF meal,HC Genotype x Time_(joint),HMDB0012108,LPC 17:0/0:0,,,,0.643012807830089,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010401,LPC 22:4/0:0,-0.0381923062705432,0.101112177943793,0.718638205353241,,Interaction,-0.236372175040377,0.15998756249929
HF meal,HC Genotype x Time_(joint),HMDB0010401,LPC 22:4/0:0,,,,0.718638205353241,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010407,LPC P-16:0/0:0,-0.0721855913008028,0.0488066093861761,0.189621767036456,,Interaction,-0.167846545697708,0.0234753630961023
HF meal,HC Genotype x Time_(joint),HMDB0010407,LPC P-16:0/0:0,,,,0.189621767036456,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0243890,LPC O-16:0/0:0,-0.0764792663019945,0.0904425816372834,0.430195129445787,,Interaction,-0.25374672631107,0.100788193707081
HF meal,HC Genotype x Time_(joint),HMDB0243890,LPC O-16:0/0:0,,,,0.430195129445787,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010392,LPC 20:2/0:0,-0.11052358162144,0.103203765627315,0.325378660413872,,Interaction,-0.312802962250977,0.0917557990080976
HF meal,HC Genotype x Time_(joint),HMDB0010392,LPC 20:2/0:0,,,,0.325378660413872,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011564,MG 16:0,0.0253410578860629,0.0578572542682842,0.66917173777825,,Interaction,-0.0880591604797743,0.1387412762519
HF meal,HC Genotype x Time_(joint),HMDB0011564,MG 16:0,,,,0.66917173777825,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0000063,Cortisol,0.0448344845721105,0.0208504618583703,0.0750764903504772,,Interaction,0.0039675793297047,0.0857013898145163
HF meal,HC Genotype x Time_(joint),HMDB0000063,Cortisol,,,,0.0750764903504772,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0002802,Cortisone,0.0793701108991826,0.209268486967292,0.71754440901512,,Interaction,-0.330796123556709,0.489536345355074
HF meal,HC Genotype x Time_(joint),HMDB0002802,Cortisone,,,,0.71754440901512,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0013648,Palmitoleoyl-EA,0.0265839298484499,0.134250592227814,0.849570187180412,,Interaction,-0.236547230918066,0.289715090614966
HF meal,HC Genotype x Time_(joint),HMDB0013648,Palmitoleoyl-EA,,,,0.849570187180412,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011128,LPC 0:0/18:0,-0.00828903945843476,0.0959271586798399,0.933952201735351,,Interaction,-0.196306270470921,0.179728191554052
HF meal,HC Genotype x Time_(joint),HMDB0011128,LPC 0:0/18:0,,,,0.933952201735351,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011129,LPE 0:0/18:0,-0.200428868470991,0.309984737687468,0.541833629816314,,Interaction,-0.807998954338429,0.407141217396446
HF meal,HC Genotype x Time_(joint),HMDB0011129,LPE 0:0/18:0,,,,0.541833629816314,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010408,LPC P-18:1/0:0,0.0183935900081053,0.139790430498027,0.899617987678642,,Interaction,-0.255595653768027,0.292382833784238
HF meal,HC Genotype x Time_(joint),HMDB0010408,LPC P-18:1/0:0,,,,0.899617987678642,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0000254,Succinic acid,0.194587449878801,0.0808211163826821,0.0527437359038215,,Interaction,0.0361780617687436,0.352996837988858
HF meal,HC Genotype x Time_(joint),HMDB0000254,Succinic acid,,,,0.0527437359038215,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010384,LPC 18:0/0:0,-0.036495399666444,0.0743834078272258,0.641107736094178,,Interaction,-0.182286879007807,0.109296079674919
HF meal,HC Genotype x Time_(joint),HMDB0010384,LPC 18:0/0:0,,,,0.641107736094178,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011130,LPE 18:0/0:0,-0.0865804608404289,0.0710680810584127,0.268846094046812,,Interaction,-0.225873899714918,0.05271297803406
HF meal,HC Genotype x Time_(joint),HMDB0011130,LPE 18:0/0:0,,,,0.268846094046812,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011567,MG 18:1,0.171340582085429,0.119226292839902,0.176247322931946,,Interaction,-0.0623429518807791,0.405024116051637
HF meal,HC Genotype x Time_(joint),HMDB0011567,MG 18:1,,,,0.176247322931946,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0072856,MG 17:0,0.00962133358183713,0.099802628096756,0.926339432909744,,Interaction,-0.185991817487805,0.205234484651479
HF meal,HC Genotype x Time_(joint),HMDB0072856,MG 17:0,,,,0.926339432909744,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010391,LPC 20:1/0:0,-0.0699372050164887,0.0679475838878118,0.343040477968356,,Interaction,-0.2031144694366,0.0632400594036224
HF meal,HC Genotype x Time_(joint),HMDB0010391,LPC 20:1/0:0,,,,0.343040477968356,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0000045,AMP,0.0619605804289847,0.177955392735225,0.739595476783879,,Interaction,-0.286831989332056,0.410753150190025
HF meal,HC Genotype x Time_(joint),HMDB0000045,AMP,,,,0.739595476783879,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011149,LPC O-18:0/0:0,-0.0499108186415918,0.112172188876855,0.671959041066911,,Interaction,-0.269768308840227,0.169946671557044
HF meal,HC Genotype x Time_(joint),HMDB0011149,LPC O-18:0/0:0,,,,0.671959041066911,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011131,MG 18:0,-0.0224540666314207,0.106674454115265,0.836815894496377,,Interaction,-0.23153599669734,0.186627863434499
HF meal,HC Genotype x Time_(joint),HMDB0011131,MG 18:0,,,,0.836815894496377,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0000072,cis-Aconitic acid,-0.0701329877315914,0.0967191440316754,0.495673489568126,,Interaction,-0.259702510033675,0.119436534570492
HF meal,HC Genotype x Time_(joint),HMDB0000072,cis-Aconitic acid,,,,0.495673489568126,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0013250,N-Myristoylglycine,-1.36592650737935,0.4831056701676,0.0300608194823066,,Interaction,-2.31281362090785,-0.419039393850857
HF meal,HC Genotype x Time_(joint),HMDB0013250,N-Myristoylglycine,,,,0.0300608194823066,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010390,LPC 20:0/0:0,-0.083395695561607,0.0620534113718693,0.227558275892508,,Interaction,-0.205020381850471,0.0382289907272567
HF meal,HC Genotype x Time_(joint),HMDB0010390,LPC 20:0/0:0,,,,0.227558275892508,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010399,LPC 22:1/0:0,-0.149340834878029,0.1026985121139,0.196130448794275,,Interaction,-0.350629918621274,0.051948248865215
HF meal,HC Genotype x Time_(joint),HMDB0010399,LPC 22:1/0:0,,,,0.196130448794275,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0072839,MG 19:0,-0.00677302275560502,0.0908879292151196,0.943018569613459,,Interaction,-0.184913364017239,0.171367318506029
HF meal,HC Genotype x Time_(joint),HMDB0072839,MG 19:0,,,,0.943018569613459,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011572,MG 20:0,-0.190474742407016,0.129854686538018,0.192788390409833,,Interaction,-0.444989928021531,0.0640404432074998
HF meal,HC Genotype x Time_(joint),HMDB0011572,MG 20:0,,,,0.192788390409833,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0000786,Oxypurinol,-0.0590250472578061,0.173251512778902,0.744949395445436,,Interaction,-0.398598012304455,0.280547917788843
HF meal,HC Genotype x Time_(joint),HMDB0000786,Oxypurinol,,,,0.744949395445436,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010398,LPC 22:0/0:0,-0.0273938491308115,0.0465164544144045,0.577406530053661,,Interaction,-0.118566099783044,0.0637784015214213
HF meal,HC Genotype x Time_(joint),HMDB0010398,LPC 22:0/0:0,,,,0.577406530053661,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010406,LPC 24:1/0:0,-0.178544464258757,0.0505296169678389,0.0123159801669586,,Interaction,-0.277582513515721,-0.0795064150017927
HF meal,HC Genotype x Time_(joint),HMDB0010406,LPC 24:1/0:0,,,,0.0123159801669586,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0012096,SM 30:1;O2,-0.0461802120241544,0.0496974504135203,0.388626914733218,,Interaction,-0.143587214834654,0.0512267907863455
HF meal,HC Genotype x Time_(joint),HMDB0012096,SM 30:1;O2,,,,0.388626914733218,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0000921,Cholestenone,0.020641254409181,0.0428452713154247,0.647042691974231,,Interaction,-0.0633354773690515,0.104617986187413
HF meal,HC Genotype x Time_(joint),HMDB0000921,Cholestenone,,,,0.647042691974231,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011581,MG 22:0,0.0460206338114915,0.0678951046668698,0.510744335875364,,Interaction,-0.0870537713355733,0.179095038958556
HF meal,HC Genotype x Time_(joint),HMDB0011581,MG 22:0,,,,0.510744335875364,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011527,LPE 24:0/0:0,-0.174017131456501,0.0847268543380975,0.0857823688768115,,Interaction,-0.340081765959172,-0.00795249695383013
HF meal,HC Genotype x Time_(joint),HMDB0011527,LPE 24:0/0:0,,,,0.0857823688768115,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0000067,Cholesterol,-0.121422731854666,0.0620619507966079,0.098173560672158,,Interaction,-0.243064155416018,0.000218691706685023
HF meal,HC Genotype x Time_(joint),HMDB0000067,Cholesterol,,,,0.098173560672158,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0029220,LPC 26:1/0:0,0.00630332017943873,0.224455008353677,0.978506896828368,,Interaction,-0.433628496193769,0.446235136552646
HF meal,HC Genotype x Time_(joint),HMDB0029220,LPC 26:1/0:0,,,,0.978506896828368,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007903,PC 30:2,-0.132214429672919,0.144667951842243,0.396000586086263,,Interaction,-0.415763615283715,0.151334755937878
HF meal,HC Genotype x Time_(joint),HMDB0007903,PC 30:2,,,,0.396000586086263,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0240677,SM 33:2;O2_A,-0.0587552951196984,0.0246425074990893,0.0544472676249272,,Interaction,-0.107054609817913,-0.0104559804214834
HF meal,HC Genotype x Time_(joint),HMDB0240677,SM 33:2;O2_A,,,,0.0544472676249272,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007866,PC 28:0,-0.151827011101222,0.0808057069858513,0.109319416866633,,Interaction,-0.31020619679349,0.00655217459104693
HF meal,HC Genotype x Time_(joint),HMDB0007866,PC 28:0,,,,0.109319416866633,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007875,PC 32:3,-0.141571949772854,0.0681114672579172,0.0829028408534433,,Interaction,-0.275070425598372,-0.00807347394733629
HF meal,HC Genotype x Time_(joint),HMDB0007875,PC 32:3,,,,0.0829028408534433,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0001492,gamma-Tocopherol,-0.0691414479798293,0.0881706405301786,0.462761471738885,,Interaction,-0.241955903418979,0.103673007459321
HF meal,HC Genotype x Time_(joint),HMDB0001492,gamma-Tocopherol,,,,0.462761471738885,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011588,MG 24:0,0.15210224807794,0.0910308054008738,0.145778816112677,,Interaction,-0.0263181305077723,0.330522626663653
HF meal,HC Genotype x Time_(joint),HMDB0011588,MG 24:0,,,,0.145778816112677,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0012097,SM 32:1;O2,-0.0595611829943531,0.0538139010212668,0.310769922238173,,Interaction,-0.165036428996036,0.0459140630073298
HF meal,HC Genotype x Time_(joint),HMDB0012097,SM 32:1;O2,,,,0.310769922238173,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007916,PC 34:5,-0.153916859910719,0.0720785040462023,0.0766350231732548,,Interaction,-0.295190727841275,-0.012642991980162
HF meal,HC Genotype x Time_(joint),HMDB0007916,PC 34:5,,,,0.0766350231732548,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007870,PC 30:1,-0.106457880490954,0.0717800763734429,0.18856736852382,,Interaction,-0.247146830182902,0.0342310692009944
HF meal,HC Genotype x Time_(joint),HMDB0007870,PC 30:1,,,,0.18856736852382,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0240613,SM 34:2;O2,-0.0551625331790396,0.0376633476451643,0.193367079744973,,Interaction,-0.128982694563562,0.0186576282054825
HF meal,HC Genotype x Time_(joint),HMDB0240613,SM 34:2;O2,,,,0.193367079744973,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0012085,SM 32:0;O2,-0.032244676368407,0.0603269893619444,0.612212843976793,,Interaction,-0.150485575517818,0.085996222781004
HF meal,HC Genotype x Time_(joint),HMDB0012085,SM 32:0;O2,,,,0.612212843976793,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0001893,alpha-Tocopherol,-0.0217166047183772,0.0417806875811678,0.621830767394161,,Interaction,-0.103606752377466,0.0601735429407118
HF meal,HC Genotype x Time_(joint),HMDB0001893,alpha-Tocopherol,,,,0.621830767394161,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007932,PC 29:0,-0.057685804849304,0.0959409509830364,0.56966778267793,,Interaction,-0.245730068776055,0.130358459077447
HF meal,HC Genotype x Time_(joint),HMDB0007932,PC 29:0,,,,0.56966778267793,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0000094,Citric and,-0.121139429814577,0.182700055547207,0.531929656950417,,Interaction,-0.479231538687103,0.236952679057948
HF meal,HC Genotype x Time_(joint),HMDB0000094,Citric and,,,,0.531929656950417,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0029205,LPC 26:0/0:0,-0.114503376609108,0.0726337675379913,0.166005013046201,,Interaction,-0.256865560983571,0.0278588077653548
HF meal,HC Genotype x Time_(joint),HMDB0029205,LPC 26:0/0:0,,,,0.166005013046201,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0006750,Hex2Cer 34:1;O2,-0.017985737894168,0.0533176555373891,0.747354812806722,,Interaction,-0.122488342747451,0.0865168669591146
HF meal,HC Genotype x Time_(joint),HMDB0006750,Hex2Cer 34:1;O2,,,,0.747354812806722,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007883,PC 34:4,-0.0896694626679638,0.0532040750084375,0.142892540747199,,Interaction,-0.193949449684501,0.0146105243485737
HF meal,HC Genotype x Time_(joint),HMDB0007883,PC 34:4,,,,0.142892540747199,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007041,DG 30:2,0.190963648529053,0.259340900393296,0.489299490328726,,Interaction,-0.317344516241807,0.699271813299913
HF meal,HC Genotype x Time_(joint),HMDB0007041,DG 30:2,,,,0.489299490328726,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0004971,HexCer 34:1;O2,0.00216002261465572,0.0589415006599664,0.971955392566561,,Interaction,-0.113365318678878,0.11768536390819
HF meal,HC Genotype x Time_(joint),HMDB0004971,HexCer 34:1;O2,,,,0.971955392566561,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007936,PC 31:1,-0.0765427476787011,0.063000305856544,0.270019522883155,,Interaction,-0.200023347157527,0.0469378518001252
HF meal,HC Genotype x Time_(joint),HMDB0007936,PC 31:1,,,,0.270019522883155,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0008511,PC 40:10,-0.0456906522393904,0.0496979584850009,0.393363492442334,,Interaction,-0.143098650869992,0.0517173463912113
HF meal,HC Genotype x Time_(joint),HMDB0008511,PC 40:10,,,,0.393363492442334,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007869,PC 30:0,-0.0880822125531494,0.0612140328237467,0.200226027790291,,Interaction,-0.208061716887693,0.0318972917813941
HF meal,HC Genotype x Time_(joint),HMDB0007869,PC 30:0,,,,0.200226027790291,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0008006,PC 34:3,-0.0791275004753024,0.0455315040170879,0.132902468428546,,Interaction,-0.168369248348795,0.0101142473981898
HF meal,HC Genotype x Time_(joint),HMDB0008006,PC 34:3,,,,0.132902468428546,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007940,PC 33:2,-0.0746311175359439,0.0488832637871189,0.177683843838714,,Interaction,-0.170442314558697,0.0211800794868092
HF meal,HC Genotype x Time_(joint),HMDB0007940,PC 33:2,,,,0.177683843838714,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0002329,Oxalic acid,0.160982994016303,0.128328069562455,0.256327554439832,,Interaction,-0.0905400223261083,0.412506010358714
HF meal,HC Genotype x Time_(joint),HMDB0002329,Oxalic acid,,,,0.256327554439832,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0008428,PC 35:4,-0.0568407766147005,0.0459078100721896,0.261906371303878,,Interaction,-0.146820084356192,0.0331385311267911
HF meal,HC Genotype x Time_(joint),HMDB0008428,PC 35:4,,,,0.261906371303878,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007983,PC 36:4_A,-0.0966136138210875,0.0540440419450221,0.12405019483855,,Interaction,-0.202539936033331,0.00931270839115574
HF meal,HC Genotype x Time_(joint),HMDB0007983,PC 36:4_A,,,,0.12405019483855,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007873,PC 32:1,-0.0483873467651772,0.0416805151654255,0.289773830492928,,Interaction,-0.130081156489411,0.0333064629590568
HF meal,HC Genotype x Time_(joint),HMDB0007873,PC 32:1,,,,0.289773830492928,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0011745,N-Acetylmethionine,0.0503388794343228,0.0453635978434318,0.309622546898166,,Interaction,-0.0385737723388035,0.139251531207449
HF meal,HC Genotype x Time_(joint),HMDB0011745,N-Acetylmethionine,,,,0.309622546898166,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0000402,2-Isopropylmalic acid,-0.150593683750082,0.111564553980254,0.225766593976899,,Interaction,-0.36926020955138,0.0680728420512164
HF meal,HC Genotype x Time_(joint),HMDB0000402,2-Isopropylmalic acid,,,,0.225766593976899,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0004949,Cer 34:1;O2,-0.00529444513190095,0.0956272856018476,0.957644919020423,,Interaction,-0.192723924911522,0.18213503464772
HF meal,HC Genotype x Time_(joint),HMDB0004949,Cer 34:1;O2,,,,0.957644919020423,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0000956,Tartaric acid,-0.0284259218484773,0.113543370462464,0.810666422125789,,Interaction,-0.250970927954906,0.194119084257951
HF meal,HC Genotype x Time_(joint),HMDB0000956,Tartaric acid,,,,0.810666422125789,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0012101,SM 36:2;O2,-0.0341793075133923,0.0365261993867983,0.385518736653057,,Interaction,-0.105770658311517,0.0374120432847324
HF meal,HC Genotype x Time_(joint),HMDB0012101,SM 36:2;O2,,,,0.385518736653057,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007012,DG 30:1,0.211715258339731,0.517462376306718,0.696639914266053,,Interaction,-0.802510999221435,1.2259415159009
HF meal,HC Genotype x Time_(joint),HMDB0007012,DG 30:1,,,,0.696639914266053,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0010168,SM 34:0;O2,-0.0563726725253389,0.0439128859329285,0.246577989812003,,Interaction,-0.142441928953879,0.029696583903201
HF meal,HC Genotype x Time_(joint),HMDB0010168,SM 34:0;O2,,,,0.246577989812003,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0000134,Fumaric and,-0.198541202781532,0.245888442672664,0.450226356199218,,Interaction,-0.680482550419953,0.283400144856889
HF meal,HC Genotype x Time_(joint),HMDB0000134,Fumaric and,,,,0.450226356199218,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007025,DG 34:4,0.281203059337153,0.611798300369118,0.661962577941885,,Interaction,-0.917921609386319,1.48032772806062
HF meal,HC Genotype x Time_(joint),HMDB0007025,DG 34:4,,,,0.661962577941885,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0009783,PI 34:1,0.0151015583319792,0.0821401184572447,0.86018622220338,,Interaction,-0.14589307384422,0.176096190508179
HF meal,HC Genotype x Time_(joint),HMDB0009783,PI 34:1,,,,0.86018622220338,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0007991,PC 38:6,-0.0239943445813462,0.0274746032692499,0.416063719229338,,Interaction,-0.0778445669890761,0.0298558778263837
HF meal,HC Genotype x Time_(joint),HMDB0007991,PC 38:6,,,,0.416063719229338,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0001857,"1,3-Dimethyluric acid",0.0963301151139322,0.158472358249054,0.565558126033461,,Interaction,-0.214275707054213,0.406935937282077
HF meal,HC Genotype x Time_(joint),HMDB0001857,"1,3-Dimethyluric acid",,,,0.565558126033461,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0241924,N-palmitoyl glutamine,0.3078639805104,0.241394043364534,0.24933492241893,,Interaction,-0.165268344484087,0.780996305504888
HF meal,HC Genotype x Time_(joint),HMDB0241924,N-palmitoyl glutamine,,,,0.24933492241893,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0240622,SM 35:1;O2,-0.0428845802086547,0.0299689079105994,0.20239363934434,,Interaction,-0.10162363971343,0.0158544792961202
HF meal,HC Genotype x Time_(joint),HMDB0240622,SM 35:1;O2,,,,0.20239363934434,Interaction,,
HF meal,HC Genotype x Time_360,HMDB0009778,PI 32:0,0.817520546403859,0.484789171477474,0.142704331854717,,Interaction,-0.13266622969199,1.76770732249971
HF meal,HC Genotype x Time_(joint),HMDB0009778,PI 32:0,,,,0.142704331854717,Interaction,,
