genotype,meal_type,Exposure,outcome,Outcome,beta,se,p,anovaP,Effect,lowCI,upCI
HC genotype,HF meal,Time_(joint),HMDB0010387,LPC 18:3/0:0,,,,0.00348153285465738,Main,,
HC genotype,HF meal,Time_360,HMDB0010383,LPC 16:1/0:0,-0.0885462147125914,0.0470477865215056,0.132966106570797,,Main,-0.180759876294742,0.00366744686955953
HC genotype,HF meal,Time_(joint),HMDB0010383,LPC 16:1/0:0,,,,0.132966106570797,Main,,
HC genotype,HF meal,Time_360,HMDB0010381,LPC 15:0/0:0,-0.109925191192479,0.0556257869405351,0.119325505014118,,Main,-0.218951733595928,-0.000898648789030052
HC genotype,HF meal,Time_(joint),HMDB0010381,LPC 15:0/0:0,,,,0.119325505014118,Main,,
HC genotype,HF meal,Time_360,HMDB0011477,LPE 0:0/18:2,0.539224115116019,0.124093860743571,0.012202095955857,,Main,0.29600014805862,0.782448082173418
HC genotype,HF meal,Time_(joint),HMDB0011477,LPE 0:0/18:2,,,,0.012202095955857,Main,,
HC genotype,HF meal,Time_360,HMDB0011487,LPE 0:0/20:4,0.447699997563272,0.126846635021096,0.0242423784257513,,Main,0.199080592921924,0.69631940220462
HC genotype,HF meal,Time_(joint),HMDB0011487,LPE 0:0/20:4,,,,0.0242423784257513,Main,,
HC genotype,HF meal,Time_360,HMDB0240685,Cer 18:1;O2/15:0,0.096234459140507,0.112354877506688,0.439989163068244,,Main,-0.123981100772602,0.316450019053616
HC genotype,HF meal,Time_(joint),HMDB0240685,Cer 18:1;O2/15:0,,,,0.439989163068244,Main,,
HC genotype,HF meal,Time_360,HMDB0011561,MG 14:0,0.0402396029480315,0.0444416274537939,0.416435040263995,,Main,-0.0468659868614046,0.127345192757468
HC genotype,HF meal,Time_(joint),HMDB0011561,MG 14:0,,,,0.416435040263995,Main,,
HC genotype,HF meal,Time_360,HMDB0000671,Indolelactic acid,0.0727300892866537,0.208504713529142,0.744813311619656,,Main,-0.335939149230465,0.481399327803772
HC genotype,HF meal,Time_(joint),HMDB0000671,Indolelactic acid,,,,0.744813311619656,Main,,
HC genotype,HF meal,Time_360,HMDB0010386,LPC 18:2/0:0,0.334153049160699,0.046877935283009,0.00204788554769324,,Main,0.242272296006001,0.426033802315397
HC genotype,HF meal,Time_(joint),HMDB0010386,LPC 18:2/0:0,,,,0.00204788554769324,Main,,
HC genotype,HF meal,Time_360,HMDB0010404,LPC 22:6/0:0,0.278638537182462,0.0631668297705179,0.0115902304557363,,Main,0.154831550832247,0.402445523532677
HC genotype,HF meal,Time_(joint),HMDB0010404,LPC 22:6/0:0,,,,0.0115902304557363,Main,,
HC genotype,HF meal,Time_360,HMDB0011507,LPE 18:2/0:0,0.533809180391157,0.124650260422752,0.0128226426630097,,Main,0.289494669962562,0.778123690819752
HC genotype,HF meal,Time_(joint),HMDB0011507,LPE 18:2/0:0,,,,0.0128226426630097,Main,,
HC genotype,HF meal,Time_360,HMDB0011526,LPE 22:6/0:0,0.356144808111079,0.0741955419841678,0.00864762845402738,,Main,0.21072154582211,0.501568070400048
HC genotype,HF meal,Time_(joint),HMDB0011526,LPE 22:6/0:0,,,,0.00864762845402738,Main,,
HC genotype,HF meal,Time_360,HMDB0010395,LPC 20:4/0:0,0.170183275125379,0.0524713488851029,0.0315734988932985,,Main,0.0673394313105772,0.273027118940181
HC genotype,HF meal,Time_(joint),HMDB0010395,LPC 20:4/0:0,,,,0.0315734988932985,Main,,
HC genotype,HF meal,Time_360,HMDB0011517,LPE 20:4/0:0,0.380817265000223,0.255606829944299,0.210508323984211,,Main,-0.120172121690602,0.881806651691049
HC genotype,HF meal,Time_(joint),HMDB0011517,LPE 20:4/0:0,,,,0.210508323984211,Main,,
HC genotype,HF meal,Time_360,HMDB0011473,LPE 0:0/16:0,0.0700861769995584,0.0588200594851299,0.299308398389414,,Main,-0.0452011395912962,0.185373493590413
HC genotype,HF meal,Time_(joint),HMDB0011473,LPE 0:0/16:0,,,,0.299308398389414,Main,,
HC genotype,HF meal,Time_360,HMDB0010382,LPC 16:0/0:0,-0.0880070350374467,0.0562742042559879,0.192885876219358,,Main,-0.198304475379183,0.0222904053042897
HC genotype,HF meal,Time_(joint),HMDB0010382,LPC 16:0/0:0,,,,0.192885876219358,Main,,
HC genotype,HF meal,Time_360,HMDB0001855,5-Hydroxytryptophol,0.0346743035168316,0.150312564608623,0.828880621622465,,Main,-0.25993832311607,0.329286930149733
HC genotype,HF meal,Time_(joint),HMDB0001855,5-Hydroxytryptophol,,,,0.828880621622465,Main,,
HC genotype,HF meal,Time_360,HMDB0011503,LPE 16:0/0:0,0.0825080215782008,0.0375373444865744,0.0928569287317834,,Main,0.00893482638451507,0.156081216771887
HC genotype,HF meal,Time_(joint),HMDB0011503,LPE 16:0/0:0,,,,0.0928569287317833,Main,,
HC genotype,HF meal,Time_360,HMDB0034146,Stearamide,0.0632655667889594,0.0320299520998259,0.119456041676641,,Main,0.000486860673300588,0.126044272904618
HC genotype,HF meal,Time_(joint),HMDB0034146,Stearamide,,,,0.119456041676641,Main,,
HC genotype,HF meal,Time_360,HMDB0010393,LPC 20:3/0:0,0.23896397725234,0.0502493569175127,0.00893427894085896,,Main,0.140475237694015,0.337452716810664
HC genotype,HF meal,Time_(joint),HMDB0010393,LPC 20:3/0:0,,,,0.00893427894085896,Main,,
HC genotype,HF meal,Time_360,HMDB0011516,LPE 20:3/0:0,0.542472407210542,0.181683844347098,0.040505702338886,,Main,0.18637207229023,0.898572742130854
HC genotype,HF meal,Time_(joint),HMDB0011516,LPE 20:3/0:0,,,,0.040505702338886,Main,,
HC genotype,HF meal,Time_360,HMDB0011563,MG 15:0,0.0945797146509591,0.0411369299596971,0.0830175592815436,,Main,0.0139513319299529,0.175208097371965
HC genotype,HF meal,Time_(joint),HMDB0011563,MG 15:0,,,,0.0830175592815436,Main,,
HC genotype,HF meal,Time_360,HMDB0029377,Piperine,0.00284243906572499,0.0734548889696885,0.970986757395558,,Main,-0.141129143314865,0.146814021446315
HC genotype,HF meal,Time_(joint),HMDB0029377,Piperine,,,,0.970986757395558,Main,,
HC genotype,HF meal,Time_360,HMDB0010403,LPC 22:5/0:0,0.385800455351119,0.130964558934384,0.0421434514088883,,Main,0.129109919839726,0.642490990862512
HC genotype,HF meal,Time_(joint),HMDB0010403,LPC 22:5/0:0,,,,0.0421434514088883,Main,,
HC genotype,HF meal,Time_360,HMDB0002815,LPC 18:1/0:0,0.0473364387882214,0.0320935876120907,0.214249586817074,,Main,-0.0155669929314764,0.110239870507919
HC genotype,HF meal,Time_(joint),HMDB0002815,LPC 18:1/0:0,,,,0.214249586817074,Main,,
HC genotype,HF meal,Time_360,HMDB0011568,MG 18:2,0.319428454070845,0.204273921606628,0.19292467550437,,Main,-0.080948432278147,0.719805340419836
HC genotype,HF meal,Time_(joint),HMDB0011568,MG 18:2,,,,0.19292467550437,Main,,
HC genotype,HF meal,Time_360,HMDB0011506,LPE 18:1/0:0,0.417578909405077,0.123235999269344,0.0275694365354738,,Main,0.176036350837163,0.659121467972991
HC genotype,HF meal,Time_(joint),HMDB0011506,LPE 18:1/0:0,,,,0.0275694365354738,Main,,
HC genotype,HF meal,Time_360,HMDB0000122,Hexose,0.0503072939574764,0.0304691069449927,0.174064303442583,,Main,-0.00941215565470936,0.110026743569662
HC genotype,HF meal,Time_(joint),HMDB0000122,Hexose,,,,0.174064303442583,Main,,
HC genotype,HF meal,Time_360,HMDB0012108,LPC 17:0/0:0,-0.0125493242438552,0.0194179996431293,0.553312861191562,,Main,-0.0506086035443886,0.0255099550566782
HC genotype,HF meal,Time_(joint),HMDB0012108,LPC 17:0/0:0,,,,0.553312861191562,Main,,
HC genotype,HF meal,Time_360,HMDB0010401,LPC 22:4/0:0,0.199390187471741,0.073999133263268,0.0544038793697777,,Main,0.0543518862757356,0.344428488667746
HC genotype,HF meal,Time_(joint),HMDB0010401,LPC 22:4/0:0,,,,0.0544038793697777,Main,,
HC genotype,HF meal,Time_360,HMDB0010407,LPC P-16:0/0:0,-0.0953779741652397,0.0346006000610132,0.0510304443808682,,Main,-0.163195150284826,-0.0275607980456539
HC genotype,HF meal,Time_(joint),HMDB0010407,LPC P-16:0/0:0,,,,0.0510304443808682,Main,,
HC genotype,HF meal,Time_360,HMDB0243890,LPC O-16:0/0:0,-0.128083721280478,0.0648465587206217,0.119458575863854,,Main,-0.255182976372897,-0.000984466188059391
HC genotype,HF meal,Time_(joint),HMDB0243890,LPC O-16:0/0:0,,,,0.119458575863854,Main,,
HC genotype,HF meal,Time_360,HMDB0010392,LPC 20:2/0:0,0.123077806137664,0.0572319524235026,0.0979257084275745,,Main,0.0109031793875987,0.235252432887729
HC genotype,HF meal,Time_(joint),HMDB0010392,LPC 20:2/0:0,,,,0.0979257084275745,Main,,
HC genotype,HF meal,Time_360,HMDB0011564,MG 16:0,0.0445200739034192,0.0126193494237255,0.0242759903606685,,Main,0.0197861490329172,0.0692539987739212
HC genotype,HF meal,Time_(joint),HMDB0011564,MG 16:0,,,,0.0242759903606685,Main,,
HC genotype,HF meal,Time_360,HMDB0000063,Cortisol,0.0206051240712611,0.00920254206733708,0.0887135243563763,,Main,0.00256814161928044,0.0386421065232418
HC genotype,HF meal,Time_(joint),HMDB0000063,Cortisol,,,,0.0887135243563763,Main,,
HC genotype,HF meal,Time_360,HMDB0002802,Cortisone,-0.280103045082862,0.144774016810669,0.125128582805644,,Main,-0.563860118031773,0.00365402786604863
HC genotype,HF meal,Time_(joint),HMDB0002802,Cortisone,,,,0.125128582805644,Main,,
HC genotype,HF meal,Time_360,HMDB0013648,Palmitoleoyl-EA,0.0417910423425841,0.0558566615727055,0.495940550863281,,Main,-0.0676880143399188,0.151270099025087
HC genotype,HF meal,Time_(joint),HMDB0013648,Palmitoleoyl-EA,,,,0.495940550863281,Main,,
HC genotype,HF meal,Time_360,HMDB0011128,LPC 0:0/18:0,-0.0829598499833988,0.0673652855186852,0.285589928069782,,Main,-0.214995809600022,0.0490761096332241
HC genotype,HF meal,Time_(joint),HMDB0011128,LPC 0:0/18:0,,,,0.285589928069782,Main,,
HC genotype,HF meal,Time_360,HMDB0011129,LPE 0:0/18:0,-0.12757893141391,0.157055321863366,0.462186110379162,,Main,-0.435407362266107,0.180249499438286
HC genotype,HF meal,Time_(joint),HMDB0011129,LPE 0:0/18:0,,,,0.462186110379162,Main,,
HC genotype,HF meal,Time_360,HMDB0010408,LPC P-18:1/0:0,-0.0438458823184334,0.0791701128275847,0.609202702815517,,Main,-0.199019303460499,0.111327538823633
HC genotype,HF meal,Time_(joint),HMDB0010408,LPC P-18:1/0:0,,,,0.609202702815517,Main,,
HC genotype,HF meal,Time_360,HMDB0000254,Succinic acid,0.0676479694232911,0.0572215784977882,0.302597757215221,,Main,-0.0445063244323738,0.179802263278956
HC genotype,HF meal,Time_(joint),HMDB0000254,Succinic acid,,,,0.302597757215221,Main,,
HC genotype,HF meal,Time_360,HMDB0010384,LPC 18:0/0:0,-0.0842300326503619,0.0526606723294532,0.184960999702927,,Main,-0.18744495041609,0.0189848851153664
HC genotype,HF meal,Time_(joint),HMDB0010384,LPC 18:0/0:0,,,,0.184960999702927,Main,,
HC genotype,HF meal,Time_360,HMDB0011130,LPE 18:0/0:0,0.0626296437493977,0.0427653625948367,0.216913922094539,,Main,-0.0211904669364823,0.146449754435278
HC genotype,HF meal,Time_(joint),HMDB0011130,LPE 18:0/0:0,,,,0.216913922094539,Main,,
HC genotype,HF meal,Time_360,HMDB0011567,MG 18:1,0.103061553064057,0.0790210462582386,0.262555974088884,,Main,-0.0518196976020901,0.257942803730205
HC genotype,HF meal,Time_(joint),HMDB0011567,MG 18:1,,,,0.262555974088884,Main,,
HC genotype,HF meal,Time_360,HMDB0072856,MG 17:0,0.0707726755176339,0.0364352726386935,0.124031762130175,,Main,-0.000640458854205425,0.142185809889473
HC genotype,HF meal,Time_(joint),HMDB0072856,MG 17:0,,,,0.124031762130175,Main,,
HC genotype,HF meal,Time_360,HMDB0010391,LPC 20:1/0:0,-0.0282711099800792,0.0452617766189074,0.5660857235388,,Main,-0.116984192153138,0.0604419721929793
HC genotype,HF meal,Time_(joint),HMDB0010391,LPC 20:1/0:0,,,,0.5660857235388,Main,,
HC genotype,HF meal,Time_360,HMDB0000045,AMP,0.109964907688278,0.130203718685812,0.44590981565146,,Main,-0.145234380935913,0.365164196312469
HC genotype,HF meal,Time_(joint),HMDB0000045,AMP,,,,0.44590981565146,Main,,
HC genotype,HF meal,Time_360,HMDB0011149,LPC O-18:0/0:0,-0.0932906009059593,0.0493528147724625,0.13170806546633,,Main,-0.190022117859986,0.00344091604806715
HC genotype,HF meal,Time_(joint),HMDB0011149,LPC O-18:0/0:0,,,,0.13170806546633,Main,,
HC genotype,HF meal,Time_360,HMDB0011131,MG 18:0,0.066621812635617,0.0325792000330612,0.110325202676466,,Main,0.00276658057081708,0.130477044700417
HC genotype,HF meal,Time_(joint),HMDB0011131,MG 18:0,,,,0.110325202676466,Main,,
HC genotype,HF meal,Time_360,HMDB0000072,cis-Aconitic acid,0.0617309720239575,0.05304860383996,0.309239504786164,,Main,-0.0422442915023641,0.165706235550279
HC genotype,HF meal,Time_(joint),HMDB0000072,cis-Aconitic acid,,,,0.309239504786164,Main,,
HC genotype,HF meal,Time_360,HMDB0013250,N-Myristoylglycine,-0.434109633865884,0.361285848698097,0.29580654470437,,Main,-1.14222989731415,0.274010629582385
HC genotype,HF meal,Time_(joint),HMDB0013250,N-Myristoylglycine,,,,0.29580654470437,Main,,
HC genotype,HF meal,Time_360,HMDB0010390,LPC 20:0/0:0,-0.0336683500869043,0.0406974714519652,0.454573770661054,,Main,-0.113435394132756,0.0460986939589475
HC genotype,HF meal,Time_(joint),HMDB0010390,LPC 20:0/0:0,,,,0.454573770661054,Main,,
HC genotype,HF meal,Time_360,HMDB0010399,LPC 22:1/0:0,-0.0304453073497342,0.074385893776358,0.703295562720221,,Main,-0.176241659151396,0.115351044451928
HC genotype,HF meal,Time_(joint),HMDB0010399,LPC 22:1/0:0,,,,0.703295562720221,Main,,
HC genotype,HF meal,Time_360,HMDB0072839,MG 19:0,0.0593435799347617,0.0330038307338443,0.146565218574167,,Main,-0.00534392830357317,0.124031088173097
HC genotype,HF meal,Time_(joint),HMDB0072839,MG 19:0,,,,0.146565218574167,Main,,
HC genotype,HF meal,Time_360,HMDB0011572,MG 20:0,-0.0559371298349163,0.0820315954061675,0.514557109408167,,Main,-0.216719056831005,0.104844797161172
HC genotype,HF meal,Time_(joint),HMDB0011572,MG 20:0,,,,0.514557109408167,Main,,
HC genotype,HF meal,Time_360,HMDB0000786,Oxypurinol,-0.286358856567239,0.115150007826883,0.0677135066145482,,Main,-0.512052871907929,-0.060664841226548
HC genotype,HF meal,Time_(joint),HMDB0000786,Oxypurinol,,,,0.0677135066145482,Main,,
HC genotype,HF meal,Time_360,HMDB0010398,LPC 22:0/0:0,0.00199050802901586,0.0323241273679043,0.953851722408166,,Main,-0.0613647816120766,0.0653457976701083
HC genotype,HF meal,Time_(joint),HMDB0010398,LPC 22:0/0:0,,,,0.953851722408166,Main,,
HC genotype,HF meal,Time_360,HMDB0010406,LPC 24:1/0:0,-0.0339205406255332,0.037072980951211,0.411976015255687,,Main,-0.106583583289907,0.0387425020388404
HC genotype,HF meal,Time_(joint),HMDB0010406,LPC 24:1/0:0,,,,0.411976015255687,Main,,
HC genotype,HF meal,Time_360,HMDB0012096,SM 30:1;O2,0.0175896544120633,0.034283589018963,0.634942811672474,,Main,-0.0496061800651041,0.0847854888892307
HC genotype,HF meal,Time_(joint),HMDB0012096,SM 30:1;O2,,,,0.634942811672474,Main,,
HC genotype,HF meal,Time_360,HMDB0000921,Cholestenone,0.0348638968692029,0.0269205566389043,0.264989240911564,,Main,-0.0179003941430494,0.0876281878814552
HC genotype,HF meal,Time_(joint),HMDB0000921,Cholestenone,,,,0.264989240911564,Main,,
HC genotype,HF meal,Time_360,HMDB0011581,MG 22:0,0.0203953129436655,0.0463464791494054,0.671539285681697,,Main,-0.0704437861891689,0.1112344120765
HC genotype,HF meal,Time_(joint),HMDB0011581,MG 22:0,,,,0.671539285681697,Main,,
HC genotype,HF meal,Time_360,HMDB0011527,LPE 24:0/0:0,-0.0402749781042756,0.0615549648610272,0.5486340629525,,Main,-0.160922709231889,0.0803727530233377
HC genotype,HF meal,Time_(joint),HMDB0011527,LPE 24:0/0:0,,,,0.5486340629525,Main,,
HC genotype,HF meal,Time_360,HMDB0000067,Cholesterol,0.00300891560788088,0.0435539674188928,0.948237880591753,,Main,-0.082356860533149,0.0883746917489108
HC genotype,HF meal,Time_(joint),HMDB0000067,Cholesterol,,,,0.948237880591753,Main,,
HC genotype,HF meal,Time_360,HMDB0029220,LPC 26:1/0:0,0.0800177508986337,0.167897770323334,0.658523697431711,,Main,-0.2490618789351,0.409097380732368
HC genotype,HF meal,Time_(joint),HMDB0029220,LPC 26:1/0:0,,,,0.658523697431711,Main,,
HC genotype,HF meal,Time_360,HMDB0007903,PC 30:2,0.13029760646053,0.0842938785714079,0.197059412616436,,Main,-0.0349183955394292,0.29551360846049
HC genotype,HF meal,Time_(joint),HMDB0007903,PC 30:2,,,,0.197059412616436,Main,,
HC genotype,HF meal,Time_360,HMDB0240677,SM 33:2;O2_A,-0.00151128107809768,0.0169741213585638,0.933334234025215,,Main,-0.0347805589408826,0.0317579967846873
HC genotype,HF meal,Time_(joint),HMDB0240677,SM 33:2;O2_A,,,,0.933334234025215,Main,,
HC genotype,HF meal,Time_360,HMDB0007866,PC 28:0,-0.00631934561754406,0.0272361715692535,0.827909195482751,,Main,-0.0597022418932808,0.0470635506581927
HC genotype,HF meal,Time_(joint),HMDB0007866,PC 28:0,,,,0.827909195482751,Main,,
HC genotype,HF meal,Time_360,HMDB0007875,PC 32:3,-0.0225832598760206,0.042569800070716,0.623850668987388,,Main,-0.106020068014624,0.0608535482625828
HC genotype,HF meal,Time_(joint),HMDB0007875,PC 32:3,,,,0.623850668987388,Main,,
HC genotype,HF meal,Time_360,HMDB0001492,gamma-Tocopherol,0.162414099011497,0.0401496226458125,0.0155368692127301,,Main,0.0837208386257042,0.241107359397289
HC genotype,HF meal,Time_(joint),HMDB0001492,gamma-Tocopherol,,,,0.0155368692127301,Main,,
HC genotype,HF meal,Time_360,HMDB0011588,MG 24:0,0.0195972547798263,0.0643918566631993,0.776042404334949,,Main,-0.106610784280044,0.145805293839697
HC genotype,HF meal,Time_(joint),HMDB0011588,MG 24:0,,,,0.776042404334949,Main,,
HC genotype,HF meal,Time_360,HMDB0012097,SM 32:1;O2,0.00909754846972532,0.0376080989603736,0.820750386851477,,Main,-0.064614325492607,0.0828094224320576
HC genotype,HF meal,Time_(joint),HMDB0012097,SM 32:1;O2,,,,0.820750386851477,Main,,
HC genotype,HF meal,Time_360,HMDB0007916,PC 34:5,0.0205674512143048,0.0404269640656685,0.637701243754541,,Main,-0.0586693983544055,0.0998043007830151
HC genotype,HF meal,Time_(joint),HMDB0007916,PC 34:5,,,,0.637701243754541,Main,,
HC genotype,HF meal,Time_360,HMDB0007870,PC 30:1,-0.0107391044093191,0.033117275238899,0.761978665202796,,Main,-0.0756489638775611,0.0541707550589229
HC genotype,HF meal,Time_(joint),HMDB0007870,PC 30:1,,,,0.761978665202796,Main,,
HC genotype,HF meal,Time_360,HMDB0240613,SM 34:2;O2,-0.00550124397907439,0.0258148873051629,0.841666672275142,,Main,-0.0560984230971937,0.0450959351390449
HC genotype,HF meal,Time_(joint),HMDB0240613,SM 34:2;O2,,,,0.841666672275142,Main,,
HC genotype,HF meal,Time_360,HMDB0012085,SM 32:0;O2,0.024920267503618,0.0385353654339433,0.5530713220525,,Main,-0.0506090487469108,0.100449583754147
HC genotype,HF meal,Time_(joint),HMDB0012085,SM 32:0;O2,,,,0.5530713220525,Main,,
HC genotype,HF meal,Time_360,HMDB0001893,alpha-Tocopherol,0.0332782652903973,0.0251449574170245,0.256259094020561,,Main,-0.0160058512469707,0.0825623818277652
HC genotype,HF meal,Time_(joint),HMDB0001893,alpha-Tocopherol,,,,0.256259094020561,Main,,
HC genotype,HF meal,Time_360,HMDB0007932,PC 29:0,0.0358153881160774,0.0308050900841849,0.309609866011659,,Main,-0.0245625884489249,0.0961933646810797
HC genotype,HF meal,Time_(joint),HMDB0007932,PC 29:0,,,,0.309609866011659,Main,,
HC genotype,HF meal,Time_360,HMDB0000094,Citric and,-0.0291379669252521,0.0748716986789786,0.716978829041501,,Main,-0.17588649633605,0.117610562485546
HC genotype,HF meal,Time_(joint),HMDB0000094,Citric and,,,,0.716978829041501,Main,,
HC genotype,HF meal,Time_360,HMDB0029205,LPC 26:0/0:0,-0.0046494901547673,0.0498311335718424,0.930147938324525,,Main,-0.102318511955578,0.0930195316460439
HC genotype,HF meal,Time_(joint),HMDB0029205,LPC 26:0/0:0,,,,0.930147938324525,Main,,
HC genotype,HF meal,Time_360,HMDB0006750,Hex2Cer 34:1;O2,-0.00022193381720399,0.0398537049750194,0.995823492751388,,Main,-0.078335195568242,0.077891327933834
HC genotype,HF meal,Time_(joint),HMDB0006750,Hex2Cer 34:1;O2,,,,0.995823492751388,Main,,
HC genotype,HF meal,Time_360,HMDB0007883,PC 34:4,-0.00756443098281352,0.0339914380065582,0.834795455926898,,Main,-0.0741876494756676,0.0590587875100406
HC genotype,HF meal,Time_(joint),HMDB0007883,PC 34:4,,,,0.834795455926898,Main,,
HC genotype,HF meal,Time_360,HMDB0007041,DG 30:2,0.328930480227277,0.175056330941626,0.133435660903806,,Main,-0.0141799284183107,0.672040888872864
HC genotype,HF meal,Time_(joint),HMDB0007041,DG 30:2,,,,0.133435660903806,Main,,
HC genotype,HF meal,Time_360,HMDB0004971,HexCer 34:1;O2,-0.00199859252464272,0.0364928912976676,0.958950676935058,,Main,-0.0735246594680712,0.0695274744187858
HC genotype,HF meal,Time_(joint),HMDB0004971,HexCer 34:1;O2,,,,0.958950676935058,Main,,
HC genotype,HF meal,Time_360,HMDB0007936,PC 31:1,-0.0106605875254218,0.0415537647667848,0.810181612255135,,Main,-0.09210596646832,0.0707847914174765
HC genotype,HF meal,Time_(joint),HMDB0007936,PC 31:1,,,,0.810181612255135,Main,,
HC genotype,HF meal,Time_360,HMDB0008511,PC 40:10,-0.00633905864305855,0.0324129639474476,0.85447839909943,,Main,-0.0698684679800559,0.0571903506939388
HC genotype,HF meal,Time_(joint),HMDB0008511,PC 40:10,,,,0.85447839909943,Main,,
HC genotype,HF meal,Time_360,HMDB0007869,PC 30:0,-0.012596532806856,0.0273561929950878,0.6691036344921,,Main,-0.066214671077228,0.0410216054635161
HC genotype,HF meal,Time_(joint),HMDB0007869,PC 30:0,,,,0.6691036344921,Main,,
HC genotype,HF meal,Time_360,HMDB0008006,PC 34:3,0.0517404966711694,0.0237231105701326,0.0946369211308234,,Main,0.00524319995370955,0.0982377933886293
HC genotype,HF meal,Time_(joint),HMDB0008006,PC 34:3,,,,0.0946369211308234,Main,,
HC genotype,HF meal,Time_360,HMDB0007940,PC 33:2,0.054298303381074,0.0288892870602404,0.133353505364054,,Main,-0.00232469925699721,0.110921306019145
HC genotype,HF meal,Time_(joint),HMDB0007940,PC 33:2,,,,0.133353505364054,Main,,
HC genotype,HF meal,Time_360,HMDB0002329,Oxalic acid,0.0217803434205537,0.0900237092566045,0.820724270605233,,Main,-0.154666126722391,0.198226813563499
HC genotype,HF meal,Time_(joint),HMDB0002329,Oxalic acid,,,,0.820724270605233,Main,,
HC genotype,HF meal,Time_360,HMDB0008428,PC 35:4,0.0313703331271767,0.0265140137667033,0.302261199634497,,Main,-0.0205971338555618,0.0833378001099151
HC genotype,HF meal,Time_(joint),HMDB0008428,PC 35:4,,,,0.302261199634497,Main,,
HC genotype,HF meal,Time_360,HMDB0007983,PC 36:4_A,0.0774397058660213,0.0167671249582163,0.00989190731872394,,Main,0.0445761409479173,0.110303270784125
HC genotype,HF meal,Time_(joint),HMDB0007983,PC 36:4_A,,,,0.00989190731872393,Main,,
HC genotype,HF meal,Time_360,HMDB0007873,PC 32:1,-0.000247870420849949,0.0248855337247606,0.992529837778626,,Main,-0.0490235165213808,0.0485277756796809
HC genotype,HF meal,Time_(joint),HMDB0007873,PC 32:1,,,,0.992529837778626,Main,,
HC genotype,HF meal,Time_360,HMDB0011745,N-Acetylmethionine,0.0859685383541208,0.0322667435701669,0.0561377603652701,,Main,0.0227257209565937,0.149211355751648
HC genotype,HF meal,Time_(joint),HMDB0011745,N-Acetylmethionine,,,,0.05613776036527,Main,,
HC genotype,HF meal,Time_360,HMDB0000402,2-Isopropylmalic acid,-0.0424672740398748,0.0504406360193128,0.447222406364916,,Main,-0.141330920637728,0.0563963725579784
HC genotype,HF meal,Time_(joint),HMDB0000402,2-Isopropylmalic acid,,,,0.447222406364916,Main,,
HC genotype,HF meal,Time_360,HMDB0004949,Cer 34:1;O2,0.237454559001819,0.0555064639618506,0.0128684583541262,,Main,0.128661889636592,0.346247228367047
HC genotype,HF meal,Time_(joint),HMDB0004949,Cer 34:1;O2,,,,0.0128684583541262,Main,,
HC genotype,HF meal,Time_360,HMDB0000956,Tartaric acid,0.111921553962545,0.0438463530863506,0.0631321165483784,,Main,0.0259827019132976,0.197860406011792
HC genotype,HF meal,Time_(joint),HMDB0000956,Tartaric acid,,,,0.0631321165483785,Main,,
HC genotype,HF meal,Time_360,HMDB0012101,SM 36:2;O2,-0.00929379353657964,0.024216623763922,0.720670409925324,,Main,-0.0567583761138667,0.0381707890407074
HC genotype,HF meal,Time_(joint),HMDB0012101,SM 36:2;O2,,,,0.720670409925324,Main,,
HC genotype,HF meal,Time_360,HMDB0007012,DG 30:1,0.689783570812051,0.377573863784046,0.141739391023923,,Main,-0.0502612022046791,1.42982834382878
HC genotype,HF meal,Time_(joint),HMDB0007012,DG 30:1,,,,0.141739391023923,Main,,
HC genotype,HF meal,Time_360,HMDB0010168,SM 34:0;O2,0.00406723618179958,0.0285666756954584,0.893665861142404,,Main,-0.051923448181299,0.0600579205448981
HC genotype,HF meal,Time_(joint),HMDB0010168,SM 34:0;O2,,,,0.893665861142404,Main,,
HC genotype,HF meal,Time_360,HMDB0000134,Fumaric and,-0.199498253562297,0.140867386724449,0.229656047288735,,Main,-0.475598331542216,0.076601824417623
HC genotype,HF meal,Time_(joint),HMDB0000134,Fumaric and,,,,0.229656047288735,Main,,
HC genotype,HF meal,Time_360,HMDB0007025,DG 34:4,0.678805770862144,0.33651783228765,0.113867384779992,,Main,0.0192308195783495,1.33838072214594
HC genotype,HF meal,Time_(joint),HMDB0007025,DG 34:4,,,,0.113867384779992,Main,,
HC genotype,HF meal,Time_360,HMDB0009783,PI 34:1,0.109229816985379,0.0385256315593408,0.0470936807625209,,Main,0.0337195791290708,0.184740054841687
HC genotype,HF meal,Time_(joint),HMDB0009783,PI 34:1,,,,0.047093680762521,Main,,
HC genotype,HF meal,Time_360,HMDB0007991,PC 38:6,0.000798828904908055,0.0164108150287716,0.963510275649387,,Main,-0.0313663685514843,0.0329640263613004
HC genotype,HF meal,Time_(joint),HMDB0007991,PC 38:6,,,,0.963510275649387,Main,,
HC genotype,HF meal,Time_360,HMDB0001857,"1,3-Dimethyluric acid",-0.242477982703986,0.0742515187969987,0.0309162167212189,,Main,-0.388010959546103,-0.0969450058618682
HC genotype,HF meal,Time_(joint),HMDB0001857,"1,3-Dimethyluric acid",,,,0.0309162167212189,Main,,
HC genotype,HF meal,Time_360,HMDB0241924,N-palmitoyl glutamine,0.247029469392325,0.113269631415052,0.0946494997291509,,Main,0.0250209918188239,0.469037946965826
HC genotype,HF meal,Time_(joint),HMDB0241924,N-palmitoyl glutamine,,,,0.094649499729151,Main,,
