Exposure,beta,se,p,anovaF,anovaP,Effect,lowCI,upCI,Outcome,Beta.SE,P,P_signif,anovaP_signif,outcome
Time_(joint),,,,19.2720716986671,3.21383972488707e-06,Main,,,TG 54:7,"NA (NA, NA)",,,3.2e-06***,HMDB0005447
Time_120,1.83101611180869,0.179951479377643,1.48024199451659e-11,,,Main,1.47831121222851,2.18372101138887,TG 44:0,"1.8 (1.5, 2.2)",1.5e-11,1.5e-11***,,HMDB0042063
Time_235,1.97771357567172,0.179951479377643,2.14167038325687e-12,,,Main,1.62500867609154,2.3304184752519,TG 44:0,"2 (1.6, 2.3)",2.1e-12,2.1e-12***,,HMDB0042063
Time_(joint),,,,74.9940376883843,8.35050484459418e-13,Main,,,TG 44:0,"NA (NA, NA)",,,8.4e-13***,HMDB0042063
Time_120,0.0414483295152651,0.0254826406148437,0.113645485396219,,,Main,-0.00849764608982861,0.0913943051203588,TG 56:9,"0 (0, 0.1)",0.114,0.114,,HMDB0005448
Time_235,0.114388280427387,0.0254826406148437,8.71703415840798e-05,,,Main,0.0644423048222932,0.164334256032481,TG 56:9,"0.1 (0.1, 0.2)",8.7e-05,8.7e-05***,,HMDB0005448
Time_(joint),,,,10.3295167862075,0.000345806772983023,Main,,,TG 56:9,"NA (NA, NA)",,,3.5e-04***,HMDB0005448
Time_120,0.525281935397208,0.0985703117801866,7.62825656317977e-06,,,Main,0.332084124308043,0.718479746486374,TG 47:2,"0.5 (0.3, 0.7)",7.6e-06,7.6e-06***,,HMDB0043199
Time_235,0.514954408870037,0.0985703117801866,1.03494380699521e-05,,,Main,0.321756597780871,0.708152219959202,TG 47:2,"0.5 (0.3, 0.7)",1.0e-05,1.0e-05***,,HMDB0043199
Time_(joint),,,,18.567307807377,4.43885349929213e-06,Main,,,TG 47:2,"NA (NA, NA)",,,4.4e-06***,HMDB0043199
Time_120,0.0938843317728001,0.0265065731971293,0.00124314152960916,,,Main,0.0419314483064267,0.145837215239173,TG 51:5,"0.1 (0, 0.1)",1.2e-03,1.2e-03**,,HMDB0043518
Time_235,0.132903998548659,0.0265065731971293,1.90792024594272e-05,,,Main,0.0809511150822857,0.184856882015032,TG 51:5,"0.1 (0.1, 0.2)",1.9e-05,1.9e-05***,,HMDB0043518
Time_(joint),,,,13.2841530690922,6.30662531406414e-05,Main,,,TG 51:5,"NA (NA, NA)",,,6.3e-05***,HMDB0043518
Time_120,0.157621281109169,0.0307813239133962,1.39899795121122e-05,,,Main,0.097289886238912,0.217952675979425,TG 50:4,"0.2 (0.1, 0.2)",1.4e-05,1.4e-05***,,HMDB0005435
Time_235,0.261035494557591,0.0307813239133962,1.08610988820669e-09,,,Main,0.200704099687334,0.321366889427847,TG 50:4,"0.3 (0.2, 0.3)",1.1e-09,1.1e-09***,,HMDB0005435
Time_(joint),,,,36.4747940908194,5.58094601988997e-09,Main,,,TG 50:4,"NA (NA, NA)",,,5.6e-09***,HMDB0005435
Time_120,-0.184929115094425,0.0295376069937472,5.11243635724404e-07,,,Main,-0.24282282480217,-0.127035405386681,CE 14:1,"-0.2 (-0.2, -0.1)",5.1e-07,5.1e-07***,,HMDB0010367
Time_235,-0.287906982806183,0.0295376069937472,4.2265011399554e-11,,,Main,-0.345800692513927,-0.230013273098438,CE 14:1,"-0.3 (-0.3, -0.2)",4.2e-11,4.2e-11***,,HMDB0010367
Time_(joint),,,,48.7862491490939,1.91511267082681e-10,Main,,,CE 14:1,"NA (NA, NA)",,,1.9e-10***,HMDB0010367
Time_120,0.0454187053581181,0.0474141040840186,0.345287204444495,,,Main,-0.0475129386465584,0.138350349362795,TG 60:12,"0 (0, 0.1)",0.345,0.345,,HMDB0005478
Time_235,0.0724813556391752,0.0474141040840186,0.13616770912209,,,Main,-0.0204502883655013,0.165412999643852,TG 60:12,"0.1 (0, 0.2)",0.136,0.136,,HMDB0005478
Time_(joint),,,,1.19342297051842,0.316316731496474,Main,,,TG 60:12,"NA (NA, NA)",,,0.316,HMDB0005478
Time_120,-0.197408486599025,0.03656358896041,6.22089172059772e-06,,,Main,-0.269073120961428,-0.125743852236621,CE 16:2,"-0.2 (-0.3, -0.1)",6.2e-06,6.2e-06***,,HMDB0060058
Time_235,-0.322221281948356,0.03656358896041,4.54203244603524e-10,,,Main,-0.39388591631076,-0.250556647585953,CE 16:2,"-0.3 (-0.4, -0.3)",4.5e-10,4.5e-10***,,HMDB0060058
Time_(joint),,,,39.4882111354976,2.28406324175463e-09,Main,,,CE 16:2,"NA (NA, NA)",,,2.3e-09***,HMDB0060058
Time_120,0.871871542390518,0.124126078242565,5.81185474092302e-08,,,Main,0.628584429035091,1.11515865574595,TG 46:1,"0.9 (0.6, 1.1)",5.8e-08,5.8e-08***,,HMDB0010412
Time_235,1.06283010463427,0.124126078242565,8.74301649354491e-10,,,Main,0.819542991278839,1.30611721798969,TG 46:1,"1.1 (0.8, 1.3)",8.7e-10,8.7e-10***,,HMDB0010412
Time_(joint),,,,41.6736455685775,1.23106572369956e-09,Main,,,TG 46:1,"NA (NA, NA)",,,1.2e-09***,HMDB0010412
Time_120,0.311684091270674,0.0609419416970107,1.42461366720687e-05,,,Main,0.192237885544533,0.431130296996815,TG 49:3,"0.3 (0.2, 0.4)",1.4e-05,1.4e-05***,,HMDB0042103
Time_235,0.434511649783478,0.0609419416970107,4.31700743457852e-08,,,Main,0.315065444057337,0.553957855509619,TG 49:3,"0.4 (0.3, 0.6)",4.3e-08,4.3e-08***,,HMDB0042103
Time_(joint),,,,27.0185262276987,1.34100768265965e-07,Main,,,TG 49:3,"NA (NA, NA)",,,1.3e-07***,HMDB0042103
Time_120,0.0498253908754256,0.0255710083412992,0.0601683636052761,,,Main,-0.000293785473520714,0.099944567224372,5-Methylcytidine,"0 (0, 0.1)",0.06,0.06,,HMDB0000982
Time_235,-0.0201840280333999,0.0255710083412992,0.435727478212038,,,Main,-0.0703032043823463,0.0299351483155464,5-Methylcytidine,"0 (-0.1, 0)",0.436,0.436,,HMDB0000982
Time_(joint),,,,3.97184263678043,0.028789197344508,Main,,,5-Methylcytidine,"NA (NA, NA)",,,0.029*,HMDB0000982
Time_120,0.0736672828990609,0.0301443625276756,0.0202274307846085,,,Main,0.0145843323448168,0.132750233453305,TG 52:5,"0.1 (0, 0.1)",0.02,0.02*,,HMDB0005380
Time_235,0.157879928124264,0.0301443625276756,9.95846975906969e-06,,,Main,0.09879697757002,0.216962878678508,TG 52:5,"0.2 (0.1, 0.2)",1e-05,1e-05***,,HMDB0005380
Time_(joint),,,,13.7358964180679,4.93654564537056e-05,Main,,,TG 52:5,"NA (NA, NA)",,,4.9e-05***,HMDB0005380
Time_120,-0.154506060585374,0.0218403877063694,5.0460612663529e-08,,,Main,-0.197313220489858,-0.11169890068089,CE 20:5,"-0.2 (-0.2, -0.1)",5.0e-08,5.0e-08***,,HMDB0006731
Time_235,-0.252109834747347,0.0218403877063694,6.05251302622712e-13,,,Main,-0.294916994651831,-0.209302674842863,CE 20:5,"-0.3 (-0.3, -0.2)",6.1e-13,6.1e-13***,,HMDB0006731
Time_(joint),,,,67.7550474870909,3.14589260777677e-12,Main,,,CE 20:5,"NA (NA, NA)",,,3.1e-12***,HMDB0006731
Time_120,1.29714115486898,0.179781494291181,3.40125448696817e-08,,,Main,0.94476942605827,1.6495128836797,TG 45:0,"1.3 (0.9, 1.6)",3.4e-08,3.4e-08***,,HMDB0042093
Time_235,1.28496251291896,0.179781494291181,4.11118720528119e-08,,,Main,0.93259078410825,1.63733424172968,TG 45:0,"1.3 (0.9, 1.6)",4.1e-08,4.1e-08***,,HMDB0042093
Time_(joint),,,,34.3823146136279,1.07021213533518e-08,Main,,,TG 45:0,"NA (NA, NA)",,,1.1e-08***,HMDB0042093
Time_120,0.225402406543104,0.0317581363859929,4.72855945885437e-08,,,Main,0.163156459226558,0.28764835385965,TG 53:6,"0.2 (0.2, 0.3)",4.7e-08,4.7e-08***,,HMDB0052415
Time_235,0.336899495419009,0.0317581363859929,5.24256801109684e-12,,,Main,0.274653548102463,0.399145442735555,TG 53:6,"0.3 (0.3, 0.4)",5.2e-12,5.2e-12***,,HMDB0052415
Time_(joint),,,,58.4119095575335,2.08756742476062e-11,Main,,,TG 53:6,"NA (NA, NA)",,,2.1e-11***,HMDB0052415
Time_120,0.251339748268805,0.0934168494995956,0.0112435560697719,,,Main,0.0682427232495971,0.434436773288012,TG 57:9,"0.3 (0.1, 0.4)",0.011,0.011*,,HMDB0054031
Time_235,0.461059572136249,0.0934168494995956,2.3966573455174e-05,,,Main,0.277962547117041,0.644156597155456,TG 57:9,"0.5 (0.3, 0.6)",2.4e-05,2.4e-05***,,HMDB0054031
Time_(joint),,,,12.212700407847,0.000114499926553651,Main,,,TG 57:9,"NA (NA, NA)",,,1.1e-04***,HMDB0054031
Time_120,0.204888684831502,0.0343755533731487,1.21763467231043e-06,,,Main,0.13751260022013,0.272264769442873,TG 58:10,"0.2 (0.1, 0.3)",1.2e-06,1.2e-06***,,HMDB0005476
Time_235,0.377037991971095,0.0343755533731487,2.25417177173475e-12,,,Main,0.309661907359723,0.444414076582466,TG 58:10,"0.4 (0.3, 0.4)",2.3e-12,2.3e-12***,,HMDB0005476
Time_(joint),,,,60.3018993205225,1.39750743199808e-11,Main,,,TG 58:10,"NA (NA, NA)",,,1.4e-11***,HMDB0005476
Time_120,0.381021709058782,0.064708168158592,1.50010054931571e-06,,,Main,0.254193699467942,0.507849718649623,TG 48:2,"0.4 (0.3, 0.5)",1.5e-06,1.5e-06***,,HMDB0005376
Time_235,0.479320980051547,0.064708168158592,1.99092160988082e-08,,,Main,0.352492970460707,0.606148989642387,TG 48:2,"0.5 (0.4, 0.6)",2.0e-08,2.0e-08***,,HMDB0005376
Time_(joint),,,,30.6166218462351,3.70908632375389e-08,Main,,,TG 48:2,"NA (NA, NA)",,,3.7e-08***,HMDB0005376
Time_120,0.0654900171657491,0.0291613873012221,0.0317538811186547,,,Main,0.00833369805535381,0.122646336276144,TG 51:4,"0.1 (0, 0.1)",0.032,0.032*,,HMDB0052411
Time_235,0.0992648277435871,0.0291613873012221,0.00180351023008135,,,Main,0.0421085086331918,0.156421146853982,TG 51:4,"0.1 (0, 0.2)",1.8e-03,1.8e-03**,,HMDB0052411
Time_(joint),,,,5.99068229061729,0.00616737641178512,Main,,,TG 51:4,"NA (NA, NA)",,,6.2e-03**,HMDB0052411
Time_120,0.246634221270982,0.0393346027570009,4.97657579512709e-07,,,Main,0.16953839986726,0.323730042674704,TG 54:6,"0.2 (0.2, 0.3)",5.0e-07,5.0e-07***,,HMDB0005391
Time_235,0.31611382096823,0.0393346027570009,3.55645724530714e-09,,,Main,0.239017999564508,0.393209642371951,TG 54:6,"0.3 (0.2, 0.4)",3.6e-09,3.6e-09***,,HMDB0005391
Time_(joint),,,,35.6736097964325,7.13869595706418e-09,Main,,,TG 54:6,"NA (NA, NA)",,,7.1e-09***,HMDB0005391
Time_120,0.0875934766341931,0.0737929660512238,0.243958550997798,,,Main,-0.0570407368262055,0.232227690094592,TG 62:13,"0.1 (-0.1, 0.2)",0.244,0.244,,HMDB0050279
Time_235,0.22576627411448,0.0737929660512238,0.00446041580054754,,,Main,0.0811320606540812,0.370400487574878,TG 62:13,"0.2 (0.1, 0.4)",4.5e-03,4.5e-03**,,HMDB0050279
Time_(joint),,,,4.75843362549616,0.0155169529756665,Main,,,TG 62:13,"NA (NA, NA)",,,0.016*,HMDB0050279
Time_120,0.0384878881877963,0.0193978523397696,0.0558737148950024,,,Main,0.000468097601847947,0.0765076787737446,TG 56:8,"0 (0, 0.1)",0.056,0.056,,HMDB0005392
Time_235,0.119539704344662,0.0193978523397696,6.78636404129476e-07,,,Main,0.0815199137587135,0.15755949493061,TG 56:8,"0.1 (0.1, 0.2)",6.8e-07,6.8e-07***,,HMDB0005392
Time_(joint),,,,19.7908053790559,2.5443460626891e-06,Main,,,TG 56:8,"NA (NA, NA)",,,2.5e-06***,HMDB0005392
Time_120,0.819587335520928,0.223905545258437,0.000899649588564828,,,Main,0.380732466814391,1.25844220422747,TG 47:1,"0.8 (0.4, 1.3)",9e-04,9e-04***,,HMDB0042100
Time_235,0.718213222629036,0.223905545258437,0.00303496524793837,,,Main,0.279358353922498,1.15706809133557,TG 47:1,"0.7 (0.3, 1.2)",3e-03,3e-03**,,HMDB0042100
Time_(joint),,,,7.96424033468408,0.0015591972456358,Main,,,TG 47:1,"NA (NA, NA)",,,1.6e-03**,HMDB0042100
Time_120,-0.127016957364968,0.0254320143162749,2.01993516966978e-05,,,Main,-0.176863705424867,-0.0771702093050696,CE 22:6,"-0.1 (-0.2, -0.1)",2.0e-05,2.0e-05***,,HMDB0006733
Time_235,-0.22301003203558,0.0254320143162749,5.09040730740718e-10,,,Main,-0.272856780095479,-0.173163283975681,CE 22:6,"-0.2 (-0.3, -0.2)",5.1e-10,5.1e-10***,,HMDB0006733
Time_(joint),,,,38.6945580480955,2.87616521544099e-09,Main,,,CE 22:6,"NA (NA, NA)",,,2.9e-09***,HMDB0006733
Time_120,-0.100902663442324,0.0184779557017468,5.19858500001649e-06,,,Main,-0.137119456617748,-0.0646858702669001,CE 18:3,"-0.1 (-0.1, -0.1)",5.2e-06,5.2e-06***,,HMDB0010370
Time_235,-0.184575883876367,0.0184779557017468,2.32911501609205e-11,,,Main,-0.220792677051791,-0.148359090700943,CE 18:3,"-0.2 (-0.2, -0.1)",2.3e-11,2.3e-11***,,HMDB0010370
Time_(joint),,,,50.0347408192855,1.41110743322643e-10,Main,,,CE 18:3,"NA (NA, NA)",,,1.4e-10***,HMDB0010370
Time_120,0.117597565664837,0.0297371816860813,0.000397858473150534,,,Main,0.0593126895601177,0.175882441769557,TG 50:3,"0.1 (0.1, 0.2)",4.0e-04,4.0e-04***,,HMDB0005433
Time_235,0.19756435564181,0.0297371816860813,1.70709910449646e-07,,,Main,0.139279479537091,0.255849231746529,TG 50:3,"0.2 (0.1, 0.3)",1.7e-07,1.7e-07***,,HMDB0005433
Time_(joint),,,,22.3361420594883,8.47588828987409e-07,Main,,,TG 50:3,"NA (NA, NA)",,,8.5e-07***,HMDB0005433
Time_120,0.184640105582753,0.0312285381789875,1.39832916498807e-06,,,Main,0.123432170751937,0.245848040413568,TG 53:5,"0.2 (0.1, 0.2)",1.4e-06,1.4e-06***,,HMDB0049730
Time_235,0.31534521173282,0.0312285381789875,1.7849803459434e-11,,,Main,0.254137276902004,0.376553146563635,TG 53:5,"0.3 (0.3, 0.4)",1.8e-11,1.8e-11***,,HMDB0049730
Time_(joint),,,,51.4817679800146,9.97554161209031e-11,Main,,,TG 53:5,"NA (NA, NA)",,,1e-10***,HMDB0049730
Time_120,0.128704881387925,0.0294498425236541,0.000122472167444192,,,Main,0.0709831900415628,0.186426572734287,TG 60:11,"0.1 (0.1, 0.2)",1.2e-04,1.2e-04***,,HMDB0050099
Time_235,0.281979848558678,0.0294498425236541,6.49067539399695e-11,,,Main,0.224258157212316,0.33970153990504,TG 60:11,"0.3 (0.2, 0.3)",6.5e-11,6.5e-11***,,HMDB0050099
Time_(joint),,,,45.9555444635305,3.91414466113732e-10,Main,,,TG 60:11,"NA (NA, NA)",,,3.9e-10***,HMDB0050099
Time_120,1.7865401711431,0.262926587351711,1.11080326411214e-07,,,Main,1.27120405993375,2.30187628235245,TG 46:0,"1.8 (1.3, 2.3)",1.1e-07,1.1e-07***,,HMDB0010411
Time_235,1.90993724343228,0.262926587351711,2.96592547841252e-08,,,Main,1.39460113222292,2.42527335464163,TG 46:0,"1.9 (1.4, 2.4)",3.0e-08,3.0e-08***,,HMDB0010411
Time_(joint),,,,33.0525781837718,1.64183795571461e-08,Main,,,TG 46:0,"NA (NA, NA)",,,1.6e-08***,HMDB0010411
Time_120,0.126094895371011,0.0343509521955116,0.000874413959933435,,,Main,0.0587670290678078,0.193422761674213,TG 55:7,"0.1 (0.1, 0.2)",8.7e-04,8.7e-04***,,HMDB0049739
Time_235,0.22415297447599,0.0343509521955116,2.39288542479793e-07,,,Main,0.156825108172787,0.291480840779193,TG 55:7,"0.2 (0.2, 0.3)",2.4e-07,2.4e-07***,,HMDB0049739
Time_(joint),,,,21.4013110948431,1.25814441418955e-06,Main,,,TG 55:7,"NA (NA, NA)",,,1.3e-06***,HMDB0049739
Time_120,0.117823722972849,0.169378441347647,0.49168564484486,,,Main,-0.21415802206854,0.449805468014238,TG 62:12,"0.1 (-0.2, 0.4)",0.492,0.492,,HMDB0045449
Time_235,-0.0485138737580973,0.169378441347647,0.776400462699003,,,Main,-0.380495618799486,0.283467871283291,TG 62:12,"0 (-0.4, 0.3)",0.776,0.776,,HMDB0045449
Time_(joint),,,,0.510115786852093,0.605226336516746,Main,,,TG 62:12,"NA (NA, NA)",,,0.605,HMDB0045449
Time_120,0.173300508924195,0.029524370871078,1.5830725795833e-06,,,Main,0.115432742016882,0.231168275831508,TG 58:9,"0.2 (0.1, 0.2)",1.6e-06,1.6e-06***,,HMDB0005463
Time_235,0.343067152717384,0.029524370871078,5.09679415055342e-13,,,Main,0.285199385810071,0.400934919624697,TG 58:9,"0.3 (0.3, 0.4)",5.1e-13,5.1e-13***,,HMDB0005463
Time_(joint),,,,67.5122118385873,3.29548956277311e-12,Main,,,TG 58:9,"NA (NA, NA)",,,3.3e-12***,HMDB0005463
Time_120,-0.11120196869354,0.0254252966936399,0.000121297972402212,,,Main,-0.161035550213074,-0.0613683871740053,CE 14:0,"-0.1 (-0.2, -0.1)",1.2e-04,1.2e-04***,,HMDB0006725
Time_235,-0.24672432097373,0.0254252966936399,4.70546638793356e-11,,,Main,-0.296557902493265,-0.196890739454196,CE 14:0,"-0.2 (-0.3, -0.2)",4.7e-11,4.7e-11***,,HMDB0006725
Time_(joint),,,,47.2352509907002,2.82209593675965e-10,Main,,,CE 14:0,"NA (NA, NA)",,,2.8e-10***,HMDB0006725
Time_120,0.353111146033291,0.0656238993976937,6.55973576805362e-06,,,Main,0.224488303213812,0.481733988852771,TG 49:2,"0.4 (0.2, 0.5)",6.6e-06,6.6e-06***,,HMDB0011706
Time_235,0.451962141912991,0.0656238993976937,8.55210570256893e-08,,,Main,0.323339299093511,0.580584984732471,TG 49:2,"0.5 (0.3, 0.6)",8.6e-08,8.6e-08***,,HMDB0011706
Time_(joint),,,,26.2184356702635,1.81086270226376e-07,Main,,,TG 49:2,"NA (NA, NA)",,,1.8e-07***,HMDB0011706
Time_120,0.0915074105834208,0.0244605779273285,0.00072067772901315,,,Main,0.043564677845857,0.139450143320985,TG 52:4,"0.1 (0, 0.1)",7.2e-04,7.2e-04***,,HMDB0005363
Time_235,0.181184179059863,0.0244605779273285,1.99221956081194e-08,,,Main,0.133241446322299,0.229126911797427,TG 52:4,"0.2 (0.1, 0.2)",2.0e-08,2.0e-08***,,HMDB0005363
Time_(joint),,,,27.4341747047433,1.1497794121859e-07,Main,,,TG 52:4,"NA (NA, NA)",,,1.1e-07***,HMDB0005363
Time_120,-0.0308538775670769,0.0284051881804293,0.285502874423953,,,Main,-0.0865280464007183,0.0248202912665645,TG 56:7_A,"0 (-0.1, 0)",0.286,0.286,,HMDB0005462
Time_235,-0.00334032676372662,0.0284051881804293,0.907123070991243,,,Main,-0.059014495597368,0.0523338420699148,TG 56:7_A,"0 (-0.1, 0.1)",0.907,0.907,,HMDB0005462
Time_(joint),,,,0.710625671279365,0.498926244050859,Main,,,TG 56:7_A,"NA (NA, NA)",,,0.499,HMDB0005462
Time_120,-0.0820881141536079,0.0162777743103068,1.75388254495492e-05,,,Main,-0.113992551801809,-0.0501836765054066,CE 20:4,"-0.1 (-0.1, -0.1)",1.8e-05,1.8e-05***,,HMDB0006726
Time_235,-0.128279971660645,0.0162777743103068,5.42547176965507e-09,,,Main,-0.160184409308846,-0.0963755340124432,CE 20:4,"-0.1 (-0.2, -0.1)",5.4e-09,5.4e-09***,,HMDB0006726
Time_(joint),,,,31.863086062211,2.43169200143821e-08,Main,,,CE 20:4,"NA (NA, NA)",,,2.4e-08***,HMDB0006726
Time_120,0.384643841729071,0.178609655997041,0.0389140808254342,,,Main,0.0345689159748702,0.734718767483271,TG 57:8,"0.4 (0, 0.7)",0.039,0.039*,,HMDB0054025
Time_235,0.740499907559407,0.178609655997041,0.000232038477076501,,,Main,0.390424981805207,1.09057483331361,TG 57:8,"0.7 (0.4, 1.1)",2.3e-04,2.3e-04***,,HMDB0054025
Time_(joint),,,,8.59862263040781,0.00102647193034219,Main,,,TG 57:8,"NA (NA, NA)",,,1e-03**,HMDB0054025
Time_120,0.517057714450354,0.103352583114821,1.97076270754563e-05,,,Main,0.314486651545305,0.719628777355403,TG 48:1,"0.5 (0.3, 0.7)",2.0e-05,2.0e-05***,,HMDB0005359
Time_235,0.703425109137209,0.103352583114821,1.07593460786449e-07,,,Main,0.500854046232161,0.905996172042258,TG 48:1,"0.7 (0.5, 0.9)",1.1e-07,1.1e-07***,,HMDB0005359
Time_(joint),,,,24.8675822425683,3.04688873743109e-07,Main,,,TG 48:1,"NA (NA, NA)",,,3e-07***,HMDB0005359
Time_120,0.0810600796215835,0.0363053850253615,0.0326893811429664,,,Main,0.00990152497187488,0.152218634271292,TG 51:3,"0.1 (0, 0.2)",0.033,0.033*,,HMDB0011701
Time_235,0.174063529260542,0.0363053850253615,3.60855791531524e-05,,,Main,0.102904974610833,0.24522208391025,TG 51:3,"0.2 (0.1, 0.2)",3.6e-05,3.6e-05***,,HMDB0011701
Time_(joint),,,,11.5113034274282,0.00017129356212412,Main,,,TG 51:3,"NA (NA, NA)",,,1.7e-04***,HMDB0011701
Time_120,-0.0613546361757029,0.0169464159194039,0.00100354460103607,,,Main,-0.0945696113777345,-0.0281396609736713,CE 16:1,"-0.1 (-0.1, 0)",1.0e-03,1.0e-03**,,HMDB0000658
Time_235,-0.117851136421578,0.0169464159194039,7.07395370825747e-08,,,Main,-0.151066111623609,-0.0846361612195461,CE 16:1,"-0.1 (-0.2, -0.1)",7.1e-08,7.1e-08***,,HMDB0000658
Time_(joint),,,,24.1951189526824,3.97325662185498e-07,Main,,,CE 16:1,"NA (NA, NA)",,,4e-07***,HMDB0000658
Time_120,0.101615194969922,0.0266942568808792,0.000601001591759896,,,Main,0.0492944514833986,0.153935938456445,TG 58:8_A,"0.1 (0, 0.2)",6.0e-04,6.0e-04***,,HMDB0005413
Time_235,0.203158165215581,0.0266942568808792,1.13588187640007e-08,,,Main,0.150837421729058,0.255478908702104,TG 58:8_A,"0.2 (0.2, 0.3)",1.1e-08,1.1e-08***,,HMDB0005413
Time_(joint),,,,28.9602906158987,6.61689058503305e-08,Main,,,TG 58:8_A,"NA (NA, NA)",,,6.6e-08***,HMDB0005413
Time_120,0.225721746149772,0.0322929627572689,6.40067338621307e-08,,,Main,0.162427539145525,0.289015953154019,TG 54:5,"0.2 (0.2, 0.3)",6.4e-08,6.4e-08***,,HMDB0005385
Time_235,0.36279004658401,0.0322929627572689,1.22039489178743e-12,,,Main,0.299495839579763,0.426084253588258,TG 54:5,"0.4 (0.3, 0.4)",1.2e-12,1.2e-12***,,HMDB0005385
Time_(joint),,,,64.3612709294385,6.09776909548377e-12,Main,,,TG 54:5,"NA (NA, NA)",,,6.1e-12***,HMDB0005385
Time_120,-0.0454386958976602,0.0177799407732391,0.0155529955598737,,,Main,-0.0802873798132088,-0.0105900119821115,CE 22:5,"0 (-0.1, 0)",0.016,0.016*,,HMDB0010375
Time_235,-0.101496761334878,0.0177799407732391,2.52823270975487e-06,,,Main,-0.136345445250427,-0.0666480774193297,CE 22:5,"-0.1 (-0.1, -0.1)",2.5e-06,2.5e-06***,,HMDB0010375
Time_(joint),,,,16.3529309289533,1.28027018697402e-05,Main,,,CE 22:5,"NA (NA, NA)",,,1.3e-05***,HMDB0010375
Time_120,0.115689131656706,0.0348414782459789,0.00225370866031049,,,Main,0.0473998342945877,0.183978429018825,TG 55:6,"0.1 (0, 0.2)",2.3e-03,2.3e-03**,,HMDB0044720
Time_235,0.24250274915396,0.0348414782459789,6.95848424157314e-08,,,Main,0.174213451791841,0.310792046516078,TG 55:6,"0.2 (0.2, 0.3)",7.0e-08,7.0e-08***,,HMDB0044720
Time_(joint),,,,24.2390015499004,3.90449230800838e-07,Main,,,TG 55:6,"NA (NA, NA)",,,3.9e-07***,HMDB0044720
Time_120,1.48438486863342,0.219231909771385,1.18902085842553e-07,,,Main,1.0546903254815,1.91407941178533,TG 47:0,"1.5 (1.1, 1.9)",1.2e-07,1.2e-07***,,HMDB0042094
Time_235,1.58022254447635,0.219231909771385,3.46946099951299e-08,,,Main,1.15052800132443,2.00991708762827,TG 47:0,"1.6 (1.2, 2)",3.5e-08,3.5e-08***,,HMDB0042094
Time_(joint),,,,32.6635375740343,1.86492296022035e-08,Main,,,TG 47:0,"NA (NA, NA)",,,1.9e-08***,HMDB0042094
Time_120,0.277435484037006,0.0411455706456517,1.28765916885435e-07,,,Main,0.196790165571528,0.358080802502483,TG 50:2,"0.3 (0.2, 0.4)",1.3e-07,1.3e-07***,,HMDB0005377
Time_235,0.413728515500839,0.0411455706456517,1.98091834053027e-11,,,Main,0.333083197035362,0.494373833966317,TG 50:2,"0.4 (0.3, 0.5)",2.0e-11,2.0e-11***,,HMDB0005377
Time_(joint),,,,52.5150900231219,7.82239960874261e-11,Main,,,TG 50:2,"NA (NA, NA)",,,7.8e-11***,HMDB0005377
Time_120,-0.0919867664654028,0.067061322342147,0.17970419276506,,,Main,-0.223426958256011,0.0394534253252052,Salicylic acid,"-0.1 (-0.2, 0)",0.18,0.18,,HMDB0001895
Time_235,-0.265497324114579,0.067061322342147,0.00039291680404538,,,Main,-0.396937515905187,-0.134057132323971,Salicylic acid,"-0.3 (-0.4, -0.1)",3.9e-04,3.9e-04***,,HMDB0001895
Time_(joint),,,,8.08323696205959,0.00144039623459513,Main,,,Salicylic acid,"NA (NA, NA)",,,1.4e-03**,HMDB0001895
Time_120,-0.024155327166441,0.0116261353257224,0.0458454851801642,,,Main,-0.046942552404857,-0.00136810192802512,CE 18:2,"0 (0, 0)",0.046,0.046*,,HMDB0000610
Time_235,-0.0848918917915252,0.0116261353257224,2.67027769027393e-08,,,Main,-0.107679117029941,-0.0621046665531093,CE 18:2,"-0.1 (-0.1, -0.1)",2.7e-08,2.7e-08***,,HMDB0000610
Time_(joint),,,,28.3082938996366,8.35909531021173e-08,Main,,,CE 18:2,"NA (NA, NA)",,,8.4e-08***,HMDB0000610
Time_120,0.179373124784048,0.0288114969663573,5.6555086360826e-07,,,Main,0.122902590729987,0.235843658838108,TG 53:4,"0.2 (0.1, 0.2)",5.7e-07,5.7e-07***,,HMDB0044711
Time_235,0.2785693475329,0.0288114969663573,5.13615048565605e-11,,,Main,0.22209881347884,0.335039881586961,TG 53:4,"0.3 (0.2, 0.3)",5.1e-11,5.1e-11***,,HMDB0044711
Time_(joint),,,,48.0324258869634,2.30951310673256e-10,Main,,,TG 53:4,"NA (NA, NA)",,,2.3e-10***,HMDB0044711
Time_120,0.459457836863238,0.0979796839383149,4.89140910561119e-05,,,Main,0.267417656344141,0.651498017382335,TG 49:1,"0.5 (0.3, 0.7)",4.9e-05,4.9e-05***,,HMDB0011705
Time_235,0.571109110310115,0.0979796839383149,1.78246777491208e-06,,,Main,0.379068929791017,0.763149290829212,TG 49:1,"0.6 (0.4, 0.8)",1.8e-06,1.8e-06***,,HMDB0011705
Time_(joint),,,,19.0879190708754,3.49460358586122e-06,Main,,,TG 49:1,"NA (NA, NA)",,,3.5e-06***,HMDB0011705
Time_120,0.0712139975244867,0.022641469969461,0.00357195037310251,,,Main,0.0268367163843432,0.11559127866463,TG 52:3,"0.1 (0, 0.1)",3.6e-03,3.6e-03**,,HMDB0005384
